rb_over_a,temperature_over_omega,purity
1.2319,0.7982758621,0.0356058975765
1.2319,0.7646551724,0.0410369573207
1.2319,0.7310344828,0.0481000192618
1.2319,0.6974137931,0.0573977659475
1.2319,0.6637931034,0.0697818187857
1.2319,0.6301724138,0.0864510274375
1.2319,0.5965517241,0.10906678036
1.2319,0.5629310345,0.139880593972
1.2319,0.5293103448,0.181795684338
1.2319,0.4956896552,0.238219893203
1.2319,0.4620689655,0.312449126149
1.2319,0.4284482759,0.406287996548
1.2319,0.3948275862,0.517909437516
1.2319,0.3612068966,0.639670389229
1.2319,0.3275862069,0.758323030069
1.2319,0.2939655172,0.858745828399
1.2319,0.2603448276,0.930648126275
1.2319,0.2267241379,0.97287722977
1.2319,0.1931034483,0.992277965146
1.2319,0.1594827586,0.998651843872
1.2319,0.125862069,0.999899683375
1.2319,0.09224137931,0.999998706507
1.2319,0.05862068966,0.999999999859
1.2319,0.025,1
1.2783,1,0.0248632656238
1.2783,0.9663793103,0.0273058468824
1.2783,0.9327586207,0.0303264910561
1.2783,0.899137931,0.034100246044
1.2783,0.8655172414,0.0388601932711
1.2783,0.8318965517,0.0449241413473
1.2783,0.7982758621,0.0527267513113
1.2783,0.7646551724,0.0628637682663
1.2783,0.7310344828,0.0761503754029
1.2783,0.6974137931,0.0936655062806
1.2783,0.6637931034,0.116937388537
1.2783,0.6301724138,0.14789132152
1.2783,0.5965517241,0.188912562934
1.2783,0.5629310345,0.242683329612
1.2783,0.5293103448,0.311608419049
1.2783,0.4956896552,0.397159158542
1.2783,0.4620689655,0.498008859057
1.2783,0.4284482759,0.608734633964
1.2783,0.3948275862,0.719852311498
1.2783,0.3612068966,0.819452873017
1.2783,0.3275862069,0.897730982719
1.2783,0.2939655172,0.950578044236
1.2783,0.2603448276,0.980474770114
1.2783,0.2267241379,0.994114789903
1.2783,0.1931034483,0.998800623053
1.2783,0.1594827586,0.999868320763
1.2783,0.125862069,0.99999514771
1.2783,0.09224137931,0.999999981267
1.2783,0.05862068966,1
1.2783,0.025,1
1.3247,1,0.0275048649054
1.3247,0.9663793103,0.0305530293184
1.3247,0.9327586207,0.0343455139226
1.3247,0.899137931,0.0391127633043
1.3247,0.8655172414,0.0451582285652
1.3247,0.8318965517,0.0528956075529
1.3247,0.7982758621,0.0628895801755
1.3247,0.7646551724,0.0758963325034
1.3247,0.7310344828,0.0929446124863
1.3247,0.6974137931,0.11539628928
1.3247,0.6637931034,0.145009755784
1.3247,0.6301724138,0.183948059525
1.3247,0.5965517241,0.234653027099
1.3247,0.5629310345,0.299457424465
1.3247,0.5293103448,0.37978734241
1.3247,0.4956896552,0.474948582221
1.3247,0.4620689655,0.58085921325
1.3247,0.4284482759,0.689627048683
1.3247,0.3948275862,0.790649015167
1.3247,0.3612068966,0.873946189727
1.3247,0.3275862069,0.933878269592
1.3247,0.2939655172,0.970742535245
1.3247,0.2603448276,0.989601514267
1.3247,0.2267241379,0.997260246552
1.3247,0.1931034483,0.999534442254
1.3247,0.1594827586,0.999960614404
1.3247,0.125862069,0.999999027905
1.3247,0.09224137931,0.999999998137
1.3247,0.05862068966,1
1.3247,0.025,1
1.371,1,0.028374232223
1.371,0.9663793103,0.0316426794636
1.371,0.9327586207,0.0357212707723
1.371,0.899137931,0.040857009785
1.371,0.8655172414,0.0473785219888
1.371,0.8318965517,0.055744293962
1.371,0.7982758621,0.0665610519856
1.371,0.7646551724,0.0806533342953
1.371,0.7310344828,0.0991178796412
1.371,0.6974137931,0.12341943015
1.371,0.6637931034,0.155399534823
1.371,0.6301724138,0.197279704013
1.371,0.5965517241,0.251339074272
1.371,0.5629310345,0.31995299973
1.371,0.5293103448,0.403970923279
1.371,0.4956896552,0.501945329262
1.371,0.4620689655,0.608850720248
1.371,0.4284482759,0.715963920288
1.371,0.3948275862,0.812723449164
1.371,0.3612068966,0.890169442985
1.371,0.3275862069,0.944113460097
1.371,0.2939655172,0.976156347995
1.371,0.2603448276,0.991904135915
1.371,0.2267241379,0.997992302965
1.371,0.1931034483,0.999686589
1.371,0.1594827586,0.999976610947
1.371,0.125862069,0.999999526112
1.371,0.09224137931,0.999999999368
1.371,0.05862068966,1
1.371,0.025,1
1.4174,1,0.0280393129054
1.4174,0.9663793103,0.0312613353229
1.4174,0.9327586207,0.0352848747995
1.4174,0.899137931,0.0403552120097
1.4174,0.8655172414,0.0468034280814
1.4174,0.8318965517,0.05507817326
1.4174,0.7982758621,0.0657838140762
1.4174,0.7646551724,0.0797521442721
1.4174,0.7310344828,0.0980850684174
1.4174,0.6974137931,0.122234244874
1.4174,0.6637931034,0.154065749821
1.4174,0.6301724138,0.195829484067
1.4174,0.5965517241,0.249976657669
1.4174,0.5629310345,0.318684450451
1.4174,0.5293103448,0.402879179424
1.4174,0.4956896552,0.501285695644
1.4174,0.4620689655,0.608764563046
1.4174,0.4284482759,0.716476434228
1.4174,0.3948275862,0.813665799839
1.4174,0.3612068966,0.891217908473
1.4174,0.3275862069,0.945002806987
1.4174,0.2939655172,0.976746119679
1.4174,0.2603448276,0.992204748667
1.4174,0.2267241379,0.998102459719
1.4174,0.1931034483,0.999711964562
1.4174,0.1594827586,0.999979429141
1.4174,0.125862069,0.999999612387
1.4174,0.09224137931,0.999999999548
1.4174,0.05862068966,1
1.4174,0.025,1
1.4638,1,0.0269251238569
1.4638,0.9663793103,0.0299316961272
1.4638,0.9327586207,0.033685564025
1.4638,0.899137931,0.0384158717452
1.4638,0.8655172414,0.0444332150586
1.4638,0.8318965517,0.0521595563926
1.4638,0.7982758621,0.0621698400564
1.4638,0.7646551724,0.0752438349237
1.4638,0.7310344828,0.0924418905984
1.4638,0.6974137931,0.115173041784
1.4638,0.6637931034,0.145264812261
1.4638,0.6301724138,0.184964056932
1.4638,0.5965517241,0.236806829628
1.4638,0.5629310345,0.30319330134
1.4638,0.5293103448,0.385536539661
1.4638,0.4956896552,0.482953900773
1.4638,0.4620689655,0.590869128403
1.4638,0.4284482759,0.700766828702
1.4638,0.3948275862,0.801494521775
1.4638,0.3612068966,0.883067263408
1.4638,0.3275862069,0.940377449853
1.4638,0.2939655172,0.974587919449
1.4638,0.2603448276,0.991415552447
1.4638,0.2267241379,0.997894117016
1.4638,0.1931034483,0.999677757158
1.4638,0.1594827586,0.999976791434
1.4638,0.125862069,0.999999558751
1.4638,0.09224137931,0.999999999482
1.4638,0.05862068966,1
1.4638,0.025,1
1.5102,1,0.0253209474046
1.5102,0.9663793103,0.0280066969986
1.5102,0.9327586207,0.0313568958034
1.5102,0.899137931,0.0355763419066
1.5102,0.8655172414,0.0409417743863
1.5102,0.8318965517,0.047826511437
1.5102,0.7982758621,0.0567590455095
1.5102,0.7646551724,0.0684470579114
1.5102,0.7310344828,0.0838628048129
1.5102,0.6974137931,0.104318730532
1.5102,0.6637931034,0.131555061443
1.5102,0.6301724138,0.167779519365
1.5102,0.5965517241,0.215603410254
1.5102,0.5629310345,0.277717238295
1.5102,0.5293103448,0.356145199161
1.5102,0.4956896552,0.450962053197
1.5102,0.4620689655,0.558719155534
1.5102,0.4284482759,0.67147275336
1.5102,0.3948275862,0.777885790075
1.5102,0.3612068966,0.866574027436
1.5102,0.3275862069,0.93060230817
1.5102,0.2939655172,0.969803695834
1.5102,0.2603448276,0.989565352261
1.5102,0.2267241379,0.997370855422
1.5102,0.1931034483,0.999583798125
1.5102,0.1594827586,0.999968609071
1.5102,0.125862069,0.999999361158
1.5102,0.09224137931,0.999999999142
1.5102,0.05862068966,1
1.5102,0.025,1
1.5566,1,0.023422967766
1.5566,0.9663793103,0.0257269891911
1.5566,0.9327586207,0.0285959404821
1.5566,0.899137931,0.0322036867055
1.5566,0.8655172414,0.0367868167258
1.5566,0.8318965517,0.0426698458713
1.5566,0.7982758621,0.0502995407473
1.5566,0.7646551724,0.0602904074856
1.5566,0.7310344828,0.0735058660998
1.5566,0.6974137931,0.0911196032152
1.5566,0.6637931034,0.114723878851
1.5566,0.6301724138,0.146415828611
1.5566,0.5965517241,0.188806491339
1.5566,0.5629310345,0.244842255928
1.5566,0.5293103448,0.31722947973
1.5566,0.4956896552,0.407272292276
1.5566,0.4620689655,0.513153270944
1.5566,0.4284482759,0.628347962161
1.5566,0.3948275862,0.741654928297
1.5566,0.3612068966,0.840188489778
1.5566,0.3275862069,0.914310415416
1.5566,0.2939655172,0.9615007344
1.5566,0.2603448276,0.986213790367
1.5566,0.2267241379,0.996375054324
1.5566,0.1931034483,0.999393595276
1.5566,0.1594827586,0.99995061095
1.5566,0.125862069,0.999998871228
1.5566,0.09224137931,0.999999998125
1.5566,0.05862068966,1
1.5566,0.025,1
1.6029,1,0.0213991669584
1.6029,0.9663793103,0.0232978352198
1.6029,0.9327586207,0.0256553369498
1.6029,0.899137931,0.0286124138631
1.6029,0.8655172414,0.0323610239083
1.6029,0.8318965517,0.0371653019137
1.6029,0.7982758621,0.0433915679236
1.6029,0.7646551724,0.0515511327928
1.6029,0.7310344828,0.0623566854985
1.6029,0.6974137931,0.0768148739103
1.6029,0.6637931034,0.096313543846
1.6029,0.6301724138,0.122746691447
1.6029,0.5965517241,0.158599363254
1.6029,0.5629310345,0.206925245103
1.6029,0.5293103448,0.271006608422
1.6029,0.4956896552,0.353454195237
1.6029,0.4620689655,0.454536045053
1.6029,0.4284482759,0.570049080899
1.6029,0.3948275862,0.690054052787
1.6029,0.3612068966,0.800550517096
1.6029,0.3275862069,0.88852505894
1.6029,0.2939655172,0.947673790035
1.6029,0.2603448276,0.980334430274
1.6029,0.2267241379,0.99452274351
1.6029,0.1931034483,0.999012875874
1.6029,0.1594827586,0.99991077287
1.6029,0.125862069,0.999997610585
1.6029,0.09224137931,0.999999994751
1.6029,0.05862068966,1
1.6029,0.025,1
1.6493,1,0.0193766006957
1.6493,0.9663793103,0.0208747439623
1.6493,0.9327586207,0.0227269882147
1.6493,0.899137931,0.0250409892259
1.6493,0.8655172414,0.0279637502757
1.6493,0.8318965517,0.031698089064
1.6493,0.7982758621,0.0365265862356
1.6493,0.7646551724,0.0428464411266
1.6493,0.7310344828,0.0512199437683
1.6493,0.6974137931,0.0624464820774
1.6493,0.6637931034,0.0776591187877
1.6493,0.6301724138,0.0984617059892
1.6493,0.5965517241,0.127058683999
1.6493,0.5629310345,0.166366331693
1.6493,0.5293103448,0.219945664753
1.6493,0.4956896552,0.291488450988
1.6493,0.4620689655,0.383504133888
1.6493,0.4284482759,0.495025861219
1.6493,0.3948275862,0.61907579248
1.6493,0.3612068966,0.742095639981
1.6493,0.3275862069,0.847783665583
1.6493,0.2939655172,0.924314723644
1.6493,0.2603448276,0.969713527743
1.6493,0.2267241379,0.990921841689
1.6493,0.1931034483,0.998202711799
1.6493,0.1594827586,0.999814787675
1.6493,0.125862069,0.999993944603
1.6493,0.09224137931,0.999999981229
1.6493,0.05862068966,1
1.6493,0.025,1
1.6957,1,0.0174769588959
1.6957,0.9663793103,0.0186058085348
1.6957,0.9327586207,0.0199928498702
1.6957,0.899137931,0.0217152651149
1.6957,0.8655172414,0.0238783572472
1.6957,0.8318965517,0.0266274779608
1.6957,0.7982758621,0.0301656243402
1.6957,0.7646551724,0.0347795857808
1.6957,0.7310344828,0.040878761006
1.6957,0.6974137931,0.0490525852622
1.6957,0.6637931034,0.0601548072964
1.6957,0.6301724138,0.0754215704898
1.6957,0.5965517241,0.0966372210963
1.6957,0.5629310345,0.126311428652
1.6957,0.5293103448,0.167830185054
1.6957,0.4956896552,0.225376668814
1.6957,0.4620689655,0.303252988172
1.6957,0.4284482759,0.404073608976
1.6957,0.3948275862,0.525664447229
1.6957,0.3612068966,0.657987428258
1.6957,0.3275862069,0.783552752723
1.6957,0.2939655172,0.884043501068
1.6957,0.2603448276,0.949721434854
1.6957,0.2267241379,0.983484883618
1.6957,0.1931034483,0.996333553796
1.6957,0.1594827586,0.999557462954
1.6957,0.125862069,0.999981604549
1.6957,0.09224137931,0.999999913812
1.6957,0.05862068966,1
1.6957,0.025,1
1.7421,1,0.0157955945704
1.7421,0.9663793103,0.0166061673709
1.7421,0.9327586207,0.0175934039621
1.7421,0.899137931,0.0188086229019
1.7421,0.8655172414,0.0203215989453
1.7421,0.8318965517,0.0222284172348
1.7421,0.7982758621,0.0246631434927
1.7421,0.7646551724,0.0278153491234
1.7421,0.7310344828,0.0319566709924
1.7421,0.6974137931,0.0374814935082
1.7421,0.6637931034,0.0449695426454
1.7421,0.6301724138,0.0552786532585
1.7421,0.5965517241,0.0696854771537
1.7421,0.5629310345,0.0900818207237
1.7421,0.5293103448,0.119227924218
1.7421,0.4956896552,0.160981553237
1.7421,0.4620689655,0.220299274387
1.7421,0.4284482759,0.302473860503
1.7421,0.3948275862,0.410817104523
1.7421,0.3612068966,0.54243459239
1.7421,0.3275862069,0.684110926777
1.7421,0.2939655172,0.81370066632
1.7421,0.2603448276,0.910428472726
1.7421,0.2267241379,0.967011419901
1.7421,0.1931034483,0.991590975947
1.7421,0.1594827586,0.998776856989
1.7421,0.125862069,0.999932631703
1.7421,0.09224137931,0.999999488047
1.7421,0.05862068966,0.999999999989
1.7421,0.025,1
1.7884,1,0.0144025176268
1.7884,0.9663793103,0.0149586506617
1.7884,0.9327586207,0.0156277561249
1.7884,0.899137931,0.0164411601706
1.7884,0.8655172414,0.0174411209569
1.7884,0.8318965517,0.0186855312555
1.7884,0.7982758621,0.0202546785323
1.7884,0.7646551724,0.022261651758
1.7884,0.7310344828,0.0248682498284
1.7884,0.6974137931,0.0283096232471
1.7884,0.6637931034,0.0329327936581
1.7884,0.6301724138,0.0392593897144
1.7884,0.5965517241,0.0480808737036
1.7884,0.5629310345,0.0606118382259
1.7884,0.5293103448,0.0787211835616
1.7884,0.4956896552,0.105262030291
1.7884,0.4620689655,0.144453049742
1.7884,0.4284482759,0.202103137036
1.7884,0.3948275862,0.285026413503
1.7884,0.3612068966,0.398400353988
1.7884,0.3275862069,0.540026370408
1.7884,0.2939655172,0.693899550647
1.7884,0.2603448276,0.831704722205
1.7884,0.2267241379,0.928258871588
1.7884,0.1931034483,0.978356657952
1.7884,0.1594827586,0.996083741555
1.7884,0.125862069,0.999701876008
1.7884,0.09224137931,0.999996054534
1.7884,0.05862068966,0.999999999508
1.7884,0.025,1
1.8348,1,0.0133218504295
1.8348,0.9663793103,0.0136897338857
1.8348,0.9327586207,0.0141250809074
1.8348,0.899137931,0.0146452567857
1.8348,0.8655172414,0.0152726930082
1.8348,0.8318965517,0.0160402057224
1.8348,0.7982758621,0.0169899182212
1.8348,0.7646551724,0.0181816189557
1.8348,0.7310344828,0.0197000408372
1.8348,0.6974137931,0.0216674281988
1.8348,0.6637931034,0.0242634270885
1.8348,0.6301724138,0.0277572535444
1.8348,0.5965517241,0.0325618273792
1.8348,0.5629310345,0.0393198489825
1.8348,0.5293103448,0.0490506283051
1.8348,0.4956896552,0.0633919477739
1.8348,0.4620689655,0.0849865053936
1.8348,0.4284482759,0.11804100982
1.8348,0.3948275862,0.168948094678
1.8348,0.3612068966,0.246386640141
1.8348,0.3275862069,0.359148980078
1.8348,0.2939655172,0.509025682385
1.8348,0.2603448276,0.679651073852
1.8348,0.2267241379,0.834314453836
1.8348,0.1931034483,0.937999831637
1.8348,0.1594827586,0.985428913776
1.8348,0.125862069,0.998391739617
1.8348,0.09224137931,0.999960032409
1.8348,0.05862068966,0.999999980238
1.8348,0.025,1
1.8812,1,0.0124889949033
1.8812,0.9663793103,0.0127270643136
1.8812,0.9327586207,0.0130031500906
1.8812,0.899137931,0.0133262861751
1.8812,0.8655172414,0.0137077211011
1.8812,0.8318965517,0.0141626378055
1.8812,0.7982758621,0.0147104295098
1.8812,0.7646551724,0.0153807251039
1.8812,0.7310344828,0.0162108156349
1.8812,0.6974137931,0.0172556264756
1.8812,0.6637931034,0.0185938134457
1.8812,0.6301724138,0.0203416340146
1.8812,0.5965517241,0.0226749922821
1.8812,0.5629310345,0.0258668219308
1.8812,0.5293103448,0.0303498117735
1.8812,0.4956896552,0.036832898314
1.8812,0.4620689655,0.0465024042986
1.8812,0.4284482759,0.0613871281848
1.8812,0.3948275862,0.0849942269107
1.8812,0.3612068966,0.123318295096
1.8812,0.3275862069,0.186061695574
1.8812,0.2939655172,0.286628080162
1.8812,0.2603448276,0.436233929169
1.8812,0.2267241379,0.626709910839
1.8812,0.1931034483,0.813334890351
1.8812,0.1594827586,0.938731494003
1.8812,0.125862069,0.989551759227
1.8812,0.09224137931,0.999473120308
1.8812,0.05862068966,0.999998820512
1.8812,0.025,1
1.9276,1,0.0117771223418
1.9276,0.9663793103,0.0119270408922
1.9276,0.9327586207,0.0120976567388
1.9276,0.899137931,0.0122929941794
1.9276,0.8655172414,0.0125183245489
1.9276,0.8318965517,0.012780319382
1.9276,0.7982758621,0.0130876500677
1.9276,0.7646551724,0.0134517658861
1.9276,0.7310344828,0.013887990995
1.9276,0.6974137931,0.0144172864474
1.9276,0.6637931034,0.0150686737612
1.9276,0.6301724138,0.0158834179355
1.9276,0.5965517241,0.0169234804665
1.9276,0.5629310345,0.0182785451322
1.9276,0.5293103448,0.0200907913884
1.9276,0.4956896552,0.0225849278645
1.9276,0.4620689655,0.0261332522685
1.9276,0.4284482759,0.0313759596746
1.9276,0.3948275862,0.0394577465654
1.9276,0.3612068966,0.052497337199
1.9276,0.3275862069,0.0745754630798
1.9276,0.2939655172,0.113558232702
1.9276,0.2603448276,0.184003552378
1.9276,0.2267241379,0.308613973739
1.9276,0.1931034483,0.505257342346
1.9276,0.1594827586,0.74284626618
1.9276,0.125862069,0.923014849349
1.9276,0.09224137931,0.991253378146
1.9276,0.05862068966,0.999897245675
1.9276,0.025,0.99999999998
1.974,1,0.0109619669468
1.974,0.9663793103,0.0110388701545
1.974,0.9327586207,0.0111254724584
1.974,0.899137931,0.0112235797072
1.974,0.8655172414,0.0113352900756
1.974,0.8318965517,0.0114632672039
1.974,0.7982758621,0.011610873784
1.974,0.7646551724,0.0117824704056
1.974,0.7310344828,0.0119834700468
1.974,0.6974137931,0.0122210628451
1.974,0.6637931034,0.0125049217187
1.974,0.6301724138,0.0128481184632
1.974,0.5965517241,0.0132687018225
1.974,0.5629310345,0.0137921168243
1.974,0.5293103448,0.0144555423845
1.974,0.4956896552,0.0153144598649
1.974,0.4620689655,0.0164554591757
1.974,0.4284482759,0.0180173217965
1.974,0.3948275862,0.0202353690975
1.974,0.3612068966,0.0235273621591
1.974,0.3275862069,0.0286888626948
1.974,0.2939655172,0.0373279782325
1.974,0.2603448276,0.0529157431408
1.974,0.2267241379,0.083521123529
1.974,0.1931034483,0.148184567156
1.974,0.1594827586,0.287099278901
1.974,0.125862069,0.545675425766
1.974,0.09224137931,0.848329262014
1.974,0.05862068966,0.988573935491
1.974,0.025,0.999998103836
2.0203,1,0.0104095948617
2.0203,0.9663793103,0.0104412206567
2.0203,0.9327586207,0.0104766776466
2.0203,0.899137931,0.010516611943
2.0203,0.8655172414,0.0105618100666
2.0203,0.8318965517,0.0106132358814
2.0203,0.7982758621,0.0106720825804
2.0203,0.7646551724,0.0107398424108
2.0203,0.7310344828,0.0108184025298
2.0203,0.6974137931,0.0109101844973
2.0203,0.6637931034,0.0110183522401
2.0203,0.6301724138,0.0111470945412
2.0203,0.5965517241,0.0113019898024
2.0203,0.5629310345,0.0114905614991
2.0203,0.5293103448,0.0117231743093
2.0203,0.4956896552,0.012014489077
2.0203,0.4620689655,0.0123858950357
2.0203,0.4284482759,0.0128695692611
2.0203,0.3948275862,0.0135148088194
2.0203,0.3612068966,0.0144017786151
2.0203,0.3275862069,0.015665579353
2.0203,0.2939655172,0.0175475720527
2.0203,0.2603448276,0.0205084786935
2.0203,0.2267241379,0.0255016060351
2.0203,0.1931034483,0.0347002488317
2.0203,0.1594827586,0.0535629286782
2.0203,0.125862069,0.0972358165725
2.0203,0.09224137931,0.20906702947
2.0203,0.05862068966,0.492022355896
2.0203,0.025,0.941055761133
2.0667,1,0.0102205966649
2.0667,0.9663793103,0.0102372222532
2.0667,0.9327586207,0.010255801443
2.0667,0.899137931,0.0102766207481
2.0667,0.8655172414,0.0103001220978
2.0667,0.8318965517,0.0103268149314
2.0667,0.7982758621,0.0103572694039
2.0667,0.7646551724,0.010392239046
2.0667,0.7310344828,0.0104326722522
2.0667,0.6974137931,0.0104797770258
2.0667,0.6637931034,0.0105351173077
2.0667,0.6301724138,0.0106007277168
2.0667,0.5965517241,0.0106792093817
2.0667,0.5629310345,0.0107739965732
2.0667,0.5293103448,0.0108899241102
2.0667,0.4956896552,0.0110338412945
2.0667,0.4620689655,0.0112155816648
2.0667,0.4284482759,0.0114497649696
2.0667,0.3948275862,0.0117584553052
2.0667,0.3612068966,0.0121776282245
2.0667,0.3275862069,0.0127670068542
2.0667,0.2939655172,0.0136319886946
2.0667,0.2603448276,0.0149745601362
2.0667,0.2267241379,0.0172111158871
2.0667,0.1931034483,0.0213286063027
2.0667,0.1594827586,0.0300121296264
2.0667,0.125862069,0.0522190954765
2.0667,0.09224137931,0.125262008093
2.0667,0.05862068966,0.411181859597
2.0667,0.025,0.966775312984
2.1131,1,0.0103123104284
2.1131,0.9663793103,0.0103359690699
2.1131,0.9327586207,0.0103624539748
2.1131,0.899137931,0.0103922356277
2.1131,0.8655172414,0.01042588682
2.1131,0.8318965517,0.0104641110204
2.1131,0.7982758621,0.0105077810351
2.1131,0.7646551724,0.010557968987
2.1131,0.7310344828,0.0106160356076
2.1131,0.6974137931,0.0106837341777
2.1131,0.6637931034,0.0107633080601
2.1131,0.6301724138,0.0108576726293
2.1131,0.5965517241,0.0109704457749
2.1131,0.5629310345,0.0111074854985
2.1131,0.5293103448,0.0112760134232
2.1131,0.4956896552,0.0114861562102
2.1131,0.4620689655,0.0117529461899
2.1131,0.4284482759,0.0120988567471
2.1131,0.3948275862,0.0125579807028
2.1131,0.3612068966,0.0131852412318
2.1131,0.3275862069,0.0140704462652
2.1131,0.2939655172,0.0153852512452
2.1131,0.2603448276,0.0174444185724
2.1131,0.2267241379,0.0209026311586
