rb_over_a,temperature_over_omega,norm_loss
1.0464,0.05862068966,0.999999999994
1.0464,0.025,0.999999999997
1.0928,1,0.527583264496
1.0928,0.9663793103,0.552299119471
1.0928,0.9327586207,0.578168329374
1.0928,0.899137931,0.605154127538
1.0928,0.8655172414,0.633190192171
1.0928,0.8318965517,0.662173868824
1.0928,0.7982758621,0.691958777738
1.0928,0.7646551724,0.722347156622
1.0928,0.7310344828,0.753082552856
1.0928,0.6974137931,0.783843840504
1.0928,0.6637931034,0.814242002263
1.0928,0.6301724138,0.843821663689
1.0928,0.5965517241,0.872069922969
1.0928,0.5629310345,0.898435419671
1.0928,0.5293103448,0.92236052657
1.0928,0.4956896552,0.943328547493
1.0928,0.4620689655,0.96092521485
1.0928,0.4284482759,0.974908962215
1.0928,0.3948275862,0.985277249088
1.0928,0.3612068966,0.99230792913
1.0928,0.3275862069,0.996549470093
1.0928,0.2939655172,0.998739693969
1.0928,0.2603448276,0.999653380712
1.0928,0.2267241379,0.999936600325
1.0928,0.1931034483,0.999993731913
1.0928,0.1594827586,0.999999770045
1.0928,0.125862069,0.999999998542
1.0928,0.09224137931,0.999999999992
1.0928,0.05862068966,0.999999999996
1.0928,0.025,0.999999999993
1.1391,1,0.55262063231
1.1391,0.9663793103,0.578706606695
1.1391,0.9327586207,0.605875024672
1.1391,0.899137931,0.634047375124
1.1391,0.8655172414,0.663107947772
1.1391,0.8318965517,0.6928972076
1.1391,0.7982758621,0.723205325217
1.1391,0.7646551724,0.753766557681
1.1391,0.7310344828,0.784255489253
1.1391,0.6974137931,0.81428650566
1.1391,0.6637931034,0.843418244102
1.1391,0.6301724138,0.871165042725
1.1391,0.5965517241,0.897017449912
1.1391,0.5629310345,0.920473412507
1.1391,0.5293103448,0.941080584221
1.1391,0.4956896552,0.95848849002
1.1391,0.4620689655,0.972499786362
1.1391,0.4284482759,0.983116678353
1.1391,0.3948275862,0.99058073937
1.1391,0.3612068966,0.995349937754
1.1391,0.3275862069,0.99804292628
1.1391,0.2939655172,0.999334644898
1.1391,0.2603448276,0.999831440846
1.1391,0.2267241379,0.999972009832
1.1391,0.1931034483,0.999997544368
1.1391,0.1594827586,0.999999923222
1.1391,0.125862069,0.999999999614
1.1391,0.09224137931,0.999999999992
1.1391,0.05862068966,0.999999999996
1.1391,0.025,0.999999999995
1.1855,1,0.657667789585
1.1855,0.9663793103,0.684766370075
1.1855,0.9327586207,0.712326619525
1.1855,0.899137931,0.740158272497
1.1855,0.8655172414,0.768031527538
1.1855,0.8318965517,0.795676179243
1.1855,0.7982758621,0.822783119211
1.1855,0.7646551724,0.849009126358
1.1855,0.7310344828,0.873985866306
1.1855,0.6974137931,0.897333741261
1.1855,0.6637931034,0.918682005804
1.1855,0.6301724138,0.937696225959
1.1855,0.5965517241,0.954108672752
1.1855,0.5629310345,0.967750805734
1.1855,0.5293103448,0.978584010689
1.1855,0.4956896552,0.986720891837
1.1855,0.4620689655,0.992428878982
1.1855,0.4284482759,0.996108419236
1.1855,0.3948275862,0.998242876172
1.1855,0.3612068966,0.999326870996
1.1855,0.3275862069,0.999791440889
1.1855,0.2939655172,0.999951188469
1.1855,0.2603448276,0.999992207479
1.1855,0.2267241379,0.999999277632
1.1855,0.1931034483,0.999999970357
1.1855,0.1594827586,0.999999999668
1.1855,0.125862069,0.999999999993
1.1855,0.09224137931,0.999999999993
1.1855,0.05862068966,0.999999999994
1.1855,0.025,0.999999999995
1.2319,1,0.777631507482
1.2319,0.9663793103,0.801577953175
1.2319,0.9327586207,0.825075248211
1.2319,0.899137931,0.847894248692
1.2319,0.8655172414,0.869790897982
1.2319,0.8318965517,0.890513136619
1.2319,0.7982758621,0.909810461923
1.2319,0.7646551724,0.927446293014
1.2319,0.7310344828,0.943212989703
1.2319,0.6974137931,0.956948881102
1.2319,0.6637931034,0.968555952341
1.2319,0.6301724138,0.978015940825
1.2319,0.5965517241,0.985401652469
1.2319,0.5629310345,0.990879654797
1.2319,0.5293103448,0.994700879631
1.2319,0.4956896552,0.997177232769
1.2319,0.4620689655,0.99864576889
1.2319,0.4284482759,0.999427969633
1.2319,0.3948275862,0.999793449595
1.2319,0.3612068966,0.999938736932
1.2319,0.3275862069,0.999985872718
1.2319,0.2939655172,0.999997662872
1.2319,0.2603448276,0.999999754455
1.2319,0.2267241379,0.999999986518
1.2319,0.1931034483,0.999999999718
1.2319,0.1594827586,0.999999999993
1.2319,0.125862069,0.99999999999
1.2319,0.09224137931,0.999999999994
1.2319,0.05862068966,0.999999999996
1.2319,0.025,0.999999999997
1.2783,1,0.858469708765
1.2783,0.9663793103,0.876909349878
1.2783,0.9327586207,0.89444116497
1.2783,0.899137931,0.910903835414
1.2783,0.8655172414,0.926143953447
1.2783,0.8318965517,0.94002199297
1.2783,0.7982758621,0.952422415339
1.2783,0.7646551724,0.963261894397
1.2783,0.7310344828,0.97249805734
1.2783,0.6974137931,0.980137112039
1.2783,0.6637931034,0.986238868495
1.2783,0.6301724138,0.99091688658
1.2783,0.5965517241,0.994334900861
1.2783,0.5629310345,0.996694298354
1.2783,0.5293103448,0.998217001508
1.2783,0.4956896552,0.999124244825
1.2783,0.4620689655,0.99961558154
1.2783,0.4284482759,0.999852792395
1.2783,0.3948275862,0.999952380916
1.2783,0.3612068966,0.999987534454
1.2783,0.3275862069,0.999997515633
1.2783,0.2939655172,0.999999655229
1.2783,0.2603448276,0.99999997091
1.2783,0.2267241379,0.999999998795
1.2783,0.1931034483,0.999999999978
1.2783,0.1594827586,0.999999999993
1.2783,0.125862069,0.999999999996
1.2783,0.09224137931,0.999999999993
1.2783,0.05862068966,0.999999999996
1.2783,0.025,0.999999999996
1.3247,1,0.897233905606
1.3247,0.9663793103,0.911390510009
1.3247,0.9327586207,0.92466425322
1.3247,0.899137931,0.936958608626
1.3247,0.8655172414,0.948187292055
1.3247,0.8318965517,0.958278796918
1.3247,0.7982758621,0.967181277868
1.3247,0.7646551724,0.974867492749
1.3247,0.7310344828,0.981339350955
1.3247,0.6974137931,0.986631432605
1.3247,0.6637931034,0.990812675266
1.3247,0.6301724138,0.993986643383
1.3247,0.5965517241,0.996281874468
1.3247,0.5629310345,0.997850203146
1.3247,0.5293103448,0.998852258734
1.3247,0.4956896552,0.999442897906
1.3247,0.4620689655,0.999758934525
1.3247,0.4284482759,0.999909342657
1.3247,0.3948275862,0.99997135579
1.3247,0.3612068966,0.999992738345
1.3247,0.3275862069,0.999998615728
1.3247,0.2939655172,0.999999819489
1.3247,0.2603448276,0.999999986051
1.3247,0.2267241379,0.999999999488
1.3247,0.1931034483,0.999999999989
1.3247,0.1594827586,0.999999999992
1.3247,0.125862069,0.999999999991
1.3247,0.09224137931,0.999999999993
1.3247,0.05862068966,0.999999999996
1.3247,0.025,0.999999999996
1.371,1,0.930580374968
1.371,0.9663793103,0.940802752284
1.371,0.9327586207,0.950246277626
1.371,0.899137931,0.958862103953
1.371,0.8655172414,0.966611255629
1.371,0.8318965517,0.97346726537
1.371,0.7982758621,0.97941886387
1.371,0.7646551724,0.98447251986
1.371,0.7310344828,0.988654531625
1.371,0.6974137931,0.992012265818
1.371,0.6637931034,0.994614053992
1.371,0.6301724138,0.996547897284
1.371,0.5965517241,0.997914457369
1.371,0.5629310345,0.998825368142
1.371,0.5293103448,0.999391084141
1.371,0.4956896552,0.99971420998
1.371,0.4620689655,0.999881024221
1.371,0.4284482759,0.999957206999
1.371,0.3948275862,0.999987161257
1.371,0.3612068966,0.999996936889
1.371,0.3275862069,0.999999456652
1.371,0.2939655172,0.999999935039
1.371,0.2603448276,0.999999995486
1.371,0.2267241379,0.999999999855
1.371,0.1931034483,0.999999999992
1.371,0.1594827586,0.999999999993
1.371,0.125862069,0.999999999995
1.371,0.09224137931,0.999999999996
1.371,0.05862068966,0.999999999999
1.371,0.025,0.999999999999
1.4174,1,0.944654590663
1.4174,0.9663793103,0.952695981436
1.4174,0.9327586207,0.960126324355
1.4174,0.899137931,0.966913129551
1.4174,0.8655172414,0.973030178706
1.4174,0.8318965517,0.978459316838
1.4174,0.7982758621,0.983192384484
1.4174,0.7646551724,0.987234475976
1.4174,0.7310344828,0.990600256845
1.4174,0.6974137931,0.993324024251
1.4174,0.6637931034,0.99545447363
1.4174,0.6301724138,0.997053871246
1.4174,0.5965517241,0.99819809786
1.4174,0.5629310345,0.998971008992
1.4174,0.5293103448,0.999458418117
1.4174,0.4956896552,0.99974148148
1.4174,0.4620689655,0.999890332792
1.4174,0.4284482759,0.999959727632
1.4174,0.3948275862,0.999987635954
1.4174,0.3612068966,0.999996973848
1.4174,0.3275862069,0.999999447803
1.4174,0.2939655172,0.99999993188
1.4174,0.2603448276,0.999999995102
1.4174,0.2267241379,0.999999999833
1.4174,0.1931034483,0.999999999994
1.4174,0.1594827586,0.999999999992
1.4174,0.125862069,0.999999999996
1.4174,0.09224137931,0.999999999997
1.4174,0.05862068966,1
1.4174,0.025,1
1.4638,1,0.946390648257
1.4638,0.9663793103,0.953841760493
1.4638,0.9327586207,0.960789221329
1.4638,0.899137931,0.967196359196
1.4638,0.8655172414,0.973032784476
1.4638,0.8318965517,0.978266838477
1.4638,0.7982758621,0.982881379244
1.4638,0.7646551724,0.986867692694
1.4638,0.7310344828,0.990229618222
1.4638,0.6974137931,0.99298541248
1.4638,0.6637931034,0.995169359663
1.4638,0.6301724138,0.996831993576
1.4638,0.5965517241,0.998038598859
1.4638,0.5629310345,0.998865622165
1.4638,0.5293103448,0.999395013762
1.4638,0.4956896552,0.999707203195
1.4638,0.4620689655,0.999873980065
1.4638,0.4284482759,0.999953005701
1.4638,0.3948275862,0.999985330828
1.4638,0.3612068966,0.999996343207
1.4638,0.3275862069,0.999999318655
1.4638,0.2939655172,0.999999913859
1.4638,0.2603448276,0.999999993617
1.4638,0.2267241379,0.999999999778
1.4638,0.1931034483,0.999999999995
1.4638,0.1594827586,0.999999999991
1.4638,0.125862069,0.999999999996
1.4638,0.09224137931,0.999999999996
1.4638,0.05862068966,0.999999999995
1.4638,0.025,0.999999999995
1.5102,1,0.944248930899
1.5102,0.9663793103,0.951744177547
1.5102,0.9327586207,0.958780424662
1.5102,0.899137931,0.965314924716
1.5102,0.8655172414,0.971308025689
1.5102,0.8318965517,0.976725110911
1.5102,0.7982758621,0.981538869941
1.5102,0.7646551724,0.985731831695
1.5102,0.7310344828,0.989299006596
1.5102,0.6974137931,0.9922503678
1.5102,0.6637931034,0.994612761377
1.5102,0.6301724138,0.996430703112
1.5102,0.5965517241,0.997765459304
1.5102,0.5629310345,0.998691915624
1.5102,0.5293103448,0.999293105037
1.5102,0.4956896552,0.999652910207
1.5102,0.4620689655,0.999848225299
1.5102,0.4284482759,0.999942398287
1.5102,0.3948275862,0.999981661405
1.5102,0.3612068966,0.999995324071
1.5102,0.3275862069,0.999999105416
1.5102,0.2939655172,0.999999883239
1.5102,0.2603448276,0.999999991
1.5102,0.2267241379,0.999999999674
1.5102,0.1931034483,0.999999999994
1.5102,0.1594827586,0.999999999993
1.5102,0.125862069,0.999999999995
1.5102,0.09224137931,0.999999999993
1.5102,0.05862068966,0.999999999995
1.5102,0.025,0.999999999995
1.5566,1,0.940883269675
1.5566,0.9663793103,0.94860818053
1.5566,0.9327586207,0.955894141176
1.5566,0.899137931,0.962694637902
1.5566,0.8655172414,0.96896570183
1.5566,0.8318965517,0.974667813242
1.5566,0.7982758621,0.979768163199
1.5566,0.7646551724,0.98424322852
1.5566,0.7310344828,0.98808154067
1.5566,0.6974137931,0.991286418246
1.5566,0.6637931034,0.99387828807
1.5566,0.6301724138,0.995896063132
1.5566,0.5965517241,0.997396931892
1.5566,0.5629310345,0.998453936953
1.5566,0.5293103448,0.999151005843
1.5566,0.4956896552,0.999575699208
1.5566,0.4620689655,0.999810799562
1.5566,0.4284482759,0.999926617868
1.5566,0.3948275862,0.999976060814
1.5566,0.3612068966,0.999993723785
1.5566,0.3275862069,0.999998759579
1.5566,0.2939655172,0.999999831651
1.5566,0.2603448276,0.99999998638
1.5566,0.2267241379,0.999999999474
1.5566,0.1931034483,0.999999999989
1.5566,0.1594827586,0.999999999993
1.5566,0.125862069,0.999999999993
1.5566,0.09224137931,0.999999999992
1.5566,0.05862068966,0.999999999994
1.5566,0.025,0.999999999994
1.6029,1,0.936872741027
1.6029,0.9663793103,0.944877738316
1.6029,0.9327586207,0.952459893465
1.6029,0.899137931,0.959570248952
1.6029,0.8655172414,0.966161726896
1.6029,0.8318965517,0.972190934543
1.6029,0.7982758621,0.977620347942
1.6029,0.7646551724,0.982420857072
1.6029,0.7310344828,0.986574588601
1.6029,0.6974137931,0.990077834581
1.6029,0.6637931034,0.992943755462
1.6029,0.6301724138,0.995204373391
1.6029,0.5965517241,0.996911197417
1.6029,0.5629310345,0.998133756953
1.6029,0.5293103448,0.998955476391
1.6029,0.4956896552,0.999466834531
1.6029,0.4620689655,0.99975662576
1.6029,0.4284482759,0.999903120176
1.6029,0.3948275862,0.999967461613
1.6029,0.3612068966,0.999991182288
1.6029,0.3275862069,0.999998188958
1.6029,0.2939655172,0.99999974264
1.6029,0.2603448276,0.999999977965
1.6029,0.2267241379,0.999999999087
1.6029,0.1931034483,0.999999999985
1.6029,0.1594827586,0.999999999995
1.6029,0.125862069,0.999999999992
1.6029,0.09224137931,0.999999999993
1.6029,0.05862068966,0.999999999995
1.6029,0.025,0.999999999995
1.6493,1,0.932155494221
1.6493,0.9663793103,0.940471417496
1.6493,0.9327586207,0.948382909427
1.6493,0.899137931,0.955838995238
1.6493,0.8655172414,0.962789824918
1.6493,0.8318965517,0.969188353847
1.6493,0.7982758621,0.974992412349
1.6493,0.7646551724,0.980167170321
1.6493,0.7310344828,0.98468795384
1.6493,0.6974137931,0.988543288327
1.6493,0.6637931034,0.991737917044
1.6493,0.6301724138,0.994295372801
1.6493,0.5965517241,0.996259485578
1.6493,0.5629310345,0.997694053068
1.6493,0.5293103448,0.998679908897
1.6493,0.4956896552,0.999308962346
1.6493,0.4620689655,0.99967557222
1.6493,0.4284482759,0.999866747566
1.6493,0.3948275862,0.999953647807
1.6493,0.3612068966,0.999986929133
1.6493,0.3275862069,0.999997188924
1.6493,0.2939655172,0.99999957801
1.6493,0.2603448276,0.999999961343
1.6493,0.2267241379,0.999999998255
1.6493,0.1931034483,0.999999999968
1.6493,0.1594827586,0.999999999996
1.6493,0.125862069,0.999999999992
1.6493,0.09224137931,0.999999999995
1.6493,0.05862068966,0.999999999996
1.6493,0.025,0.999999999996
1.6957,1,0.926718676567
1.6957,0.9663793103,0.935369093394
1.6957,0.9327586207,0.943636562266
1.6957,0.899137931,0.951468345642
1.6957,0.8655172414,0.958812060212
1.6957,0.8318965517,0.965617219217
1.6957,0.7982758621,0.971837161999
1.6957,0.7646551724,0.977431394321
1.6957,0.7310344828,0.982368327594
1.6957,0.6974137931,0.98662834189
1.6957,0.6637931034,0.990206994799
1.6957,0.6301724138,0.993118045729
1.6957,0.5965517241,0.995395765822
1.6957,0.5629310345,0.997095791108
1.6957,0.5293103448,0.998293644498
1.6957,0.4956896552,0.999080169139
1.6957,0.4620689655,0.999553684988
1.6957,0.4284482759,0.999809784546
1.6957,0.3948275862,0.999931030763
1.6957,0.3612068966,0.999979616402
1.6957,0.3275862069,0.999995372677
1.6957,0.2939655172,0.999999259486
1.6957,0.2603448276,0.999999926635
1.6957,0.2267241379,0.999999996339
1.6957,0.1931034483,0.999999999932
1.6957,0.1594827586,0.999999999995
1.6957,0.125862069,0.999999999991
1.6957,0.09224137931,0.999999999994
1.6957,0.05862068966,0.999999999998
1.6957,0.025,0.999999999998
1.7421,1,0.920394863389
1.7421,0.9663793103,0.929408373669
1.7421,0.9327586207,0.938063980114
1.7421,0.899137931,0.946307355574
1.7421,0.8655172414,0.954083748672
1.7421,0.8318965517,0.961339382955
1.7421,0.7982758621,0.968023234724
1.7421,0.7646551724,0.974089224023
1.7421,0.7310344828,0.979498828686
1.7421,0.6974137931,0.9842240855
1.7421,0.6637931034,0.988250864575
1.7421,0.6301724138,0.991582180378
1.7421,0.5965517241,0.994241126155
1.7421,0.5629310345,0.996272794907
1.7421,0.5293103448,0.99774432889
1.7421,0.4956896552,0.99874214654
1.7421,0.4620689655,0.999365649031
1.7421,0.4284482759,0.999717546459
1.7421,0.3948275862,0.999892384883
1.7421,0.3612068966,0.999966354078
1.7421,0.3275862069,0.999991851714
1.7421,0.2939655172,0.999998592956
1.7421,0.2603448276,0.999999847064
1.7421,0.2267241379,0.999999991414
1.7421,0.1931034483,0.999999999818
1.7421,0.1594827586,0.999999999993
1.7421,0.125862069,0.999999999994
1.7421,0.09224137931,0.999999999994
1.7421,0.05862068966,0.999999999997
1.7421,0.025,0.999999999997
1.7884,1,0.913085946445
1.7884,0.9663793103,0.92249141184
1.7884,0.9327586207,0.931567722626
1.7884,0.899137931,0.940259100761
1.7884,0.8655172414,0.948508554087
1.7884,0.8318965517,0.956259135651
1.7884,0.7982758621,0.963455572634
1.7884,0.7646551724,0.970046305819
1.7884,0.7310344828,0.975985962773
1.7884,0.6974137931,0.981238254054
1.7884,0.6637931034,0.985779223765
1.7884,0.6301724138,0.989600692537
1.7884,0.5965517241,0.992713590525
1.7884,0.5629310345,0.995150682705
1.7884,0.5293103448,0.996967951601
1.7884,0.4956896552,0.998243687243
1.7884,0.4620689655,0.99907429758
1.7884,0.4284482759,0.999566261701
1.7884,0.3948275862,0.999824774345
1.7884,0.3612068966,0.999941406498
1.7884,0.3275862069,0.999984665981
1.7884,0.2939655172,0.999997100111
1.7884,0.2603448276,0.999999648189
1.7884,0.2267241379,0.999999977315
1.7884,0.1931034483,0.99999999943
1.7884,0.1594827586,0.999999999989
1.7884,0.125862069,0.999999999997
1.7884,0.09224137931,0.999999999995
1.7884,0.05862068966,0.999999999994
1.7884,0.025,0.999999999997
1.8348,1,0.904654716844
1.8348,0.9663793103,0.914483560584
1.8348,0.9327586207,0.924016149154
1.8348,0.899137931,0.933195346656
1.8348,0.8655172414,0.941961973433
1.8348,0.8318965517,0.950255927972
1.8348,0.7982758621,0.958017674357
1.8348,0.7646551724,0.965190142092
1.8348,0.7310344828,0.97172107096
1.8348,0.6974137931,0.97756580627
1.8348,0.6637931034,0.982690503336
1.8348,0.6301724138,0.987075626352
1.8348,0.5965517241,0.990719516498
1.8348,0.5629310345,0.993641647985
1.8348,0.5293103448,0.995884986506
1.8348,0.4956896552,0.997516633479
1.8348,0.4620689655,0.99862575829
1.8348,0.4284482759,0.999317868927
1.8348,0.3948275862,0.999705049824
1.8348,0.3612068966,0.999893194697
1.8348,0.3275862069,0.999969318335
1.8348,0.2939655172,0.999993524267
1.8348,0.2603448276,0.999999103481
1.8348,0.2267241379,0.99999993183
1.8348,0.1931034483,0.999999997881
1.8348,0.1594827586,0.999999999978
1.8348,0.125862069,0.999999999993
1.8348,0.09224137931,0.999999999995
1.8348,0.05862068966,0.999999999997
1.8348,0.025,0.999999999997
1.8812,1,0.895028121417
1.8812,0.9663793103,0.905311395353
1.8812,0.9327586207,0.915335939381
1.8812,0.899137931,0.925043354218
1.8812,0.8655172414,0.934372292583
1.8812,0.8318965517,0.943259435539
1.8812,0.7982758621,0.951640836818
1.8812,0.7646551724,0.959453690859
1.8812,0.7310344828,0.966638569055
1.8812,0.6974137931,0.973142145012
1.8812,0.6637931034,0.978920388433
1.8812,0.6301724138,0.983942142012
1.8812,0.5965517241,0.988192899544
1.8812,0.5629310345,0.991678470246
1.8812,0.5293103448,0.994428041641
1.8812,0.4956896552,0.996495951086
1.8812,0.4620689655,0.997961280736
1.8812,0.4284482759,0.998924296306
1.8812,0.3948275862,0.999498946113
1.8812,0.3612068966,0.999801419286
1.8812,0.3275862069,0.999936383114
1.8812,0.2939655172,0.999984688213
1.8812,0.2603448276,0.999997514291
1.8812,0.2267241379,0.999999769723
1.8812,0.1931034483,0.999999990773
1.8812,0.1594827586,0.999999999897
1.8812,0.125862069,0.999999999993
1.8812,0.09224137931,0.999999999994
1.8812,0.05862068966,0.999999999996
1.8812,0.025,0.999999999996
1.9276,1,0.884148078743
1.9276,0.9663793103,0.894915916627
1.9276,0.9327586207,0.905467916933
1.9276,0.899137931,0.91574459765
1.9276,0.8655172414,0.925682520881
1.9276,0.8318965517,0.93521509747
1.9276,0.7982758621,0.944273764633
1.9276,0.7646551724,0.952789605831
1.9276,0.7310344828,0.960695475095
1.9276,0.6974137931,0.967928668907
1.9276,0.6637931034,0.974434151707
1.9276,0.6301724138,0.98016827946
1.9276,0.5965517241,0.985102872436
1.9276,0.5629310345,0.989229357959
1.9276,0.5293103448,0.992562535525
1.9276,0.4956896552,0.995143320929
1.9276,0.4620689655,0.997039633701
1.9276,0.4284482759,0.998344471001
1.9276,0.3948275862,0.999170284857
1.9276,0.3612068966,0.999639243218
1.9276,0.3275862069,0.99987004138
1.9276,0.2939655172,0.999963721212
1.9276,0.2603448276,0.999992900436
1.9276,0.2267241379,0.999999167051
1.9276,0.1931034483,0.999999954769
1.9276,0.1594827586,0.999999999284
1.9276,0.125862069,0.999999999994
1.9276,0.09224137931,0.999999999997
1.9276,0.05862068966,0.999999999996
1.9276,0.025,0.999999999998
1.974,1,0.872036189074
1.974,0.9663793103,0.883313662233
1.974,0.9327586207,0.894424120096
1.974,0.899137931,0.905307365686
1.974,0.8655172414,0.9158981369
1.974,0.8318965517,0.926126697249
1.974,0.7982758621,0.935919800038
1.974,0.7646551724,0.94520211208
1.974,0.7310344828,0.953898182868
1.974,0.6974137931,0.961935033504
1.974,0.6637931034,0.96924541001
1.974,0.6301724138,0.975771689636
1.974,0.5965517241,0.981470337064
1.974,0.5629310345,0.986316671636
1.974,0.5293103448,0.990309522969
1.974,0.4956896552,0.99347512894
1.974,0.4620689655,0.995869397777
1.974,0.4284482759,0.997577483225
1.974,0.3948275862,0.998709629161
1.974,0.3612068966,0.999392603405
1.974,0.3275862069,0.999756956515
1.974,0.2939655172,0.999921901292
1.974,0.2603448276,0.999981519777
1.974,0.2267241379,0.999997196198
1.974,0.1931034483,0.999999784284
1.974,0.1594827586,0.999999994523
1.974,0.125862069,0.999999999976
1.974,0.09224137931,0.999999999994
1.974,0.05862068966,0.999999999997
1.974,0.025,0.999999999996
2.0203,1,0.858925627569
2.0203,0.9663793103,0.870724102241
2.0203,0.9327586207,0.882409771657
2.0203,0.899137931,0.89392230641
2.0203,0.8655172414,0.905195149731
2.0203,0.8318965517,0.916155848765
2.0203,0.7982758621,0.926726748462
2.0203,0.7646551724,0.936826151782
2.0203,0.7310344828,0.946370058789
2.0203,0.6974137931,0.955274596509
2.0203,0.6637931034,0.963459233816
2.0203,0.6301724138,0.970850831097
2.0203,0.5965517241,0.97738849021
2.0203,0.5629310345,0.983029032729
2.0203,0.5293103448,0.987752732278
2.0203,0.4956896552,0.991568659352
2.0203,0.4620689655,0.994518687693
2.0203,0.4284482759,0.996678927701
2.0203,0.3948275862,0.998157228597
2.0203,0.3612068966,0.999085638669
2.0203,0.3275862069,0.999607585767
2.0203,0.2939655172,0.999861196319
2.0203,0.2603448276,0.999962378649
2.0203,0.2267241379,0.999993043902
2.0203,0.1931034483,0.999999280731
2.0203,0.1594827586,0.999999971319
2.0203,0.125862069,0.999999999795
2.0203,0.09224137931,0.999999999996
2.0203,0.05862068966,0.999999999995
2.0203,0.025,0.999999999998
2.0667,1,0.845365332717
2.0667,0.9663793103,0.857675342092
2.0667,0.9327586207,0.869929707678
2.0667,0.899137931,0.882068615111
2.0667,0.8655172414,0.894024884863
2.0667,0.8318965517,0.905724012675
2.0667,0.7982758621,0.917084548595
2.0667,0.7646551724,0.928018934012
2.0667,0.7310344828,0.938434935187
2.0667,0.6974137931,0.948237824287
2.0667,0.6637931034,0.957333457343
2.0667,0.6301724138,0.965632371367
2.0667,0.5965517241,0.973054954235
2.0667,0.5629310345,0.979537611154
2.0667,0.5293103448,0.985039639471
2.0667,0.4956896552,0.989550214489
2.0667,0.4620689655,0.993094489812
2.0667,0.4284482759,0.995737380799
2.0667,0.3948275862,0.99758326796
2.0667,0.3612068966,0.998769885377
2.0667,0.3275862069,0.999455414185
2.0667,0.2939655172,0.99979962507
2.0667,0.2603448276,0.99994275302
2.0667,0.2267241379,0.999988591509
2.0667,0.1931034483,0.999998677448
2.0667,0.1594827586,0.999999936399
2.0667,0.125862069,0.999999999377
2.0667,0.09224137931,0.999999999997
2.0667,0.05862068966,0.999999999994
2.0667,0.025,0.999999999997
2.1131,1,0.832652343836
2.1131,0.9663793103,0.845429411527
2.1131,0.9327586207,0.858204787921
2.1131,0.899137931,0.870919538261
2.1131,0.8655172414,0.883506350457
2.1131,0.8318965517,0.895889291061
2.1131,0.7982758621,0.907983868128
2.1131,0.7646551724,0.919697532654
2.1131,0.7310344828,0.930930779221
2.1131,0.6974137931,0.941579032465
2.1131,0.6637931034,0.951535521512
2.1131,0.6301724138,0.960695337373
2.1131,0.5965517241,0.968960820149
2.1131,0.5629310345,0.976248308411
2.1131,0.5293103448,0.982496071381
2.1131,0.4956896552,0.987672905199
2.1131,0.4620689655,0.991786393248
2.1131,0.4284482759,0.994889239348
2.1131,0.3948275862,0.99708150977
2.1131,0.3612068966,0.998506352633
2.1131,0.3275862069,0.999337285399
2.1131,0.2939655172,0.999757041838
2.1131,0.2603448276,0.999931531808
2.1131,0.2267241379,0.999986768206
2.1131,0.1931034483,0.999998553401
2.1131,0.1594827586,0.999999937192
2.1131,0.125862069,0.999999999479
2.1131,0.09224137931,0.999999999997
2.1131,0.05862068966,0.999999999995
2.1131,0.025,0.999999999993
2.1595,1,0.823404437198
2.1595,0.9663793103,0.836558066109
2.1595,0.9327586207,0.849748814082
2.1595,0.899137931,0.862917984698
2.1595,0.8655172414,0.875997708532
2.1595,0.8318965517,0.88891048809
