rb_over_a,temperature_over_omega,norm_loss
1.8348,1,0.0843032462852
1.8348,0.9663793103,0.0951671919803
1.8348,0.9327586207,0.107692375171
1.8348,0.899137931,0.122102201771
1.8348,0.8655172414,0.138808766752
1.8348,0.8318965517,0.158127856203
1.8348,0.7982758621,0.18046962024
1.8348,0.7646551724,0.206297829543
1.8348,0.7310344828,0.236097195052
1.8348,0.6974137931,0.270398700561
1.8348,0.6637931034,0.309726538361
1.8348,0.6301724138,0.354626794401
1.8348,0.5965517241,0.405337788213
1.8348,0.5629310345,0.462056085908
1.8348,0.5293103448,0.524560155446
1.8348,0.4956896552,0.592095663086
1.8348,0.4620689655,0.663165251142
1.8348,0.4284482759,0.735381101344
1.8348,0.3948275862,0.805397250574
1.8348,0.3612068966,0.869064361978
1.8348,0.3275862069,0.922017215792
1.8348,0.2939655172,0.960803138408
1.8348,0.2603448276,0.984455516002
1.8348,0.2267241379,0.995576584072
1.8348,0.1931034483,0.999208789531
1.8348,0.1594827586,0.999928832432
1.8348,0.125862069,0.999998018137
1.8348,0.09224137931,0.999999995065
1.8348,0.05862068966,0.999999999979
1.8348,0.025,0.999999999989
1.8812,1,0.061288570338
1.8812,0.9663793103,0.0691455283429
1.8812,0.9327586207,0.0782317983084
1.8812,0.899137931,0.0887589728251
1.8812,0.8655172414,0.100991728671
1.8812,0.8318965517,0.11522624645
1.8812,0.7982758621,0.131815666056
1.8812,0.7646551724,0.151171583002
1.8812,0.7310344828,0.173764921476
1.8812,0.6974137931,0.200157108981
1.8812,0.6637931034,0.230921830982
1.8812,0.6301724138,0.266722348997
1.8812,0.5965517241,0.308231458852
1.8812,0.5629310345,0.356080273629
1.8812,0.5293103448,0.410778310797
1.8812,0.4956896552,0.472574664363
1.8812,0.4620689655,0.541200833152
1.8812,0.4284482759,0.615666337889
1.8812,0.3948275862,0.693872617345
1.8812,0.3612068966,0.772336960838
1.8812,0.3275862069,0.846149546576
1.8812,0.2939655172,0.909378086031
1.8812,0.2603448276,0.95641721546
1.8812,0.2267241379,0.984563156792
1.8812,0.1931034483,0.996587999297
1.8812,0.1594827586,0.99963396474
1.8812,0.125862069,0.999987928464
1.8812,0.09224137931,0.999999960109
1.8812,0.05862068966,0.999999999978
1.8812,0.025,0.999999999991
1.9276,1,0.0421549649569
1.9276,0.9663793103,0.0474265044311
1.9276,0.9327586207,0.0535420457468
1.9276,0.899137931,0.0606143913718
1.9276,0.8655172414,0.0688407929783
1.9276,0.8318965517,0.078436773599
1.9276,0.7982758621,0.0896598566204
1.9276,0.7646551724,0.102818728581
1.9276,0.7310344828,0.118282451916
1.9276,0.6974137931,0.136490294709
1.9276,0.6637931034,0.157961801658
1.9276,0.6301724138,0.183306079486
1.9276,0.5965517241,0.213224320565
1.9276,0.5629310345,0.2485105895
1.9276,0.5293103448,0.290030930832
1.9276,0.4956896552,0.338662354815
1.9276,0.4620689655,0.395223052873
1.9276,0.4284482759,0.460285198794
1.9276,0.3948275862,0.533900197048
1.9276,0.3612068966,0.615149344011
1.9276,0.3275862069,0.701790944929
1.9276,0.2939655172,0.789168192711
1.9276,0.2603448276,0.869904613605
1.9276,0.2267241379,0.935147646012
1.9276,0.1931034483,0.977351456901
1.9276,0.1594827586,0.995694400074
1.9276,0.125862069,0.999716677303
1.9276,0.09224137931,0.999997597599
1.9276,0.05862068966,0.999999999866
1.9276,0.025,0.999999999979
1.974,1,0.0279455430553
1.974,0.9663793103,0.0312846049854
1.974,0.9327586207,0.0351340357466
1.974,0.899137931,0.0395846779188
1.974,0.8655172414,0.0447487005615
1.974,0.8318965517,0.050762038077
1.974,0.7982758621,0.0577796109197
1.974,0.7646551724,0.0660004674107
1.974,0.7310344828,0.0756613121255
1.974,0.6974137931,0.08705021886
1.974,0.6637931034,0.10051702372
1.974,0.6301724138,0.116514510067
1.974,0.5965517241,0.135499937472
1.974,0.5629310345,0.158121678506
1.974,0.5293103448,0.185124947247
1.974,0.4956896552,0.217395466905
1.974,0.4620689655,0.255966311547
1.974,0.4284482759,0.302016052516
1.974,0.3948275862,0.356829810613
1.974,0.3612068966,0.421660606639
1.974,0.3275862069,0.497445729607
1.974,0.2939655172,0.584353667086
1.974,0.2603448276,0.680765484903
1.974,0.2267241379,0.78195331306
1.974,0.1931034483,0.878217879358
1.974,0.1594827586,0.951998345234
1.974,0.125862069,0.990503560882
1.974,0.09224137931,0.999581589615
1.974,0.05862068966,0.999999606019
1.974,0.025,0.999999999978
2.0203,1,0.0186484904078
2.0203,0.9663793103,0.0207555479692
2.0203,0.9327586207,0.0231703052091
2.0203,0.899137931,0.0259471039751
2.0203,0.8655172414,0.0291552318495
2.0203,0.8318965517,0.0329175965091
2.0203,0.7982758621,0.0372294393148
2.0203,0.7646551724,0.0422524695864
2.0203,0.7310344828,0.0481237420794
2.0203,0.6974137931,0.0550108937641
2.0203,0.6637931034,0.063115449683
2.0203,0.6301724138,0.0726868758608
2.0203,0.5965517241,0.0840312792334
2.0203,0.5629310345,0.0975224987505
2.0203,0.5293103448,0.113645518367
2.0203,0.4956896552,0.132910966963
2.0203,0.4620689655,0.156028116016
2.0203,0.4284482759,0.183893393226
2.0203,0.3948275862,0.217627211032
2.0203,0.3612068966,0.258622149632
2.0203,0.3275862069,0.308597677357
2.0203,0.2939655172,0.369813226092
2.0203,0.2603448276,0.444979196665
2.0203,0.2267241379,0.536981174549
2.0203,0.1931034483,0.648245791944
2.0203,0.1594827586,0.774600001275
2.0203,0.125862069,0.897224777754
2.0203,0.09224137931,0.97833724687
2.0203,0.05862068966,0.999481646991
2.0203,0.025,0.99999999966
2.0667,1,0.0139924857125
2.0667,0.9663793103,0.0155166173748
2.0667,0.9327586207,0.0172585013388
2.0667,0.899137931,0.019262929508
2.0667,0.8655172414,0.0215588193988
2.0667,0.8318965517,0.0242246886419
2.0667,0.7982758621,0.0273386328232
2.0667,0.7646551724,0.0309028190396
2.0667,0.7310344828,0.0350528412097
2.0667,0.6974137931,0.0399009808121
2.0667,0.6637931034,0.0455834118652
2.0667,0.6301724138,0.0522658721678
2.0667,0.5965517241,0.0601507779729
2.0667,0.5629310345,0.0694879095985
2.0667,0.5293103448,0.0805870803353
2.0667,0.4956896552,0.0939645679536
2.0667,0.4620689655,0.10985696117
2.0667,0.4284482759,0.128956575462
2.0667,0.3948275862,0.152053020349
2.0667,0.3612068966,0.180185327937
2.0667,0.3275862069,0.214756927744
2.0667,0.2939655172,0.257742249605
2.0667,0.2603448276,0.312057577079
2.0667,0.2267241379,0.382110590954
2.0667,0.1931034483,0.475065573362
2.0667,0.1594827586,0.597480687516
2.0667,0.125862069,0.753073946619
2.0667,0.09224137931,0.913059157164
2.0667,0.05862068966,0.994617754928
2.0667,0.025,0.999999954565
2.1131,1,0.0138139872019
2.1131,0.9663793103,0.0153760928822
2.1131,0.9327586207,0.0171707774554
2.1131,0.899137931,0.0192398317381
2.1131,0.8655172414,0.0216340278808
2.1131,0.8318965517,0.0244347558305
2.1131,0.7982758621,0.0276777839016
2.1131,0.7646551724,0.0314729185785
2.1131,0.7310344828,0.0360434363174
2.1131,0.6974137931,0.0413225593361
2.1131,0.6637931034,0.0475737638145
2.1131,0.6301724138,0.0549863099184
2.1131,0.5965517241,0.063829143441
2.1131,0.5629310345,0.0744222633731
2.1131,0.5293103448,0.0871663122028
2.1131,0.4956896552,0.102565382285
2.1131,0.4620689655,0.121254087159
2.1131,0.4284482759,0.144030168599
2.1131,0.3948275862,0.171887641878
2.1131,0.3612068966,0.206148004983
2.1131,0.3275862069,0.248541111882
2.1131,0.2939655172,0.301344680078
2.1131,0.2603448276,0.368761114602
2.1131,0.2267241379,0.452783174207
2.1131,0.1931034483,0.558629783415
2.1131,0.1594827586,0.690592169558
2.1131,0.125862069,0.835500991074
2.1131,0.09224137931,0.955188715296
2.1131,0.05862068966,0.998304887986
2.1131,0.025,0.999999887514
