rb_over_a,temperature_over_omega,purity
1.2319,0.2939655172,0.964351103876
1.2319,0.2603448276,0.98397194001
1.2319,0.2267241379,0.994197124353
1.2319,0.1931034483,0.998471788579
1.2319,0.1594827586,0.999757637351
1.2319,0.125862069,0.999984362462
1.2319,0.09224137931,0.999999843656
1.2319,0.05862068966,0.999999999992
1.2319,0.025,1
1.2783,1,0.0875256455474
1.2783,0.9663793103,0.0995682616211
1.2783,0.9327586207,0.11397956378
1.2783,0.899137931,0.131254802844
1.2783,0.8655172414,0.151974444807
1.2783,0.8318965517,0.176802598841
1.2783,0.7982758621,0.20647120549
1.2783,0.7646551724,0.241743384876
1.2783,0.7310344828,0.28334518834
1.2783,0.6974137931,0.331856150578
1.2783,0.6637931034,0.387553686643
1.2783,0.6301724138,0.450219265018
1.2783,0.5965517241,0.518933318969
1.2783,0.5629310345,0.591919740233
1.2783,0.5293103448,0.666518198173
1.2783,0.4956896552,0.739365180843
1.2783,0.4620689655,0.806816826788
1.2783,0.4284482759,0.865555929745
1.2783,0.3948275862,0.913225554199
1.2783,0.3612068966,0.948883289514
1.2783,0.3275862069,0.973114676248
1.2783,0.2939655172,0.987768869982
1.2783,0.2603448276,0.995413233343
1.2783,0.2267241379,0.998686976703
1.2783,0.1931034483,0.999748099215
1.2783,0.1594827586,0.999974501261
1.2783,0.125862069,0.999999168348
1.2783,0.09224137931,0.999999997406
1.2783,0.05862068966,1
1.2783,0.025,1
1.3247,1,0.114117738349
1.3247,0.9663793103,0.129269639668
1.3247,0.9327586207,0.147157343406
1.3247,0.899137931,0.16828038355
1.3247,0.8655172414,0.193199360661
1.3247,0.8318965517,0.222521667594
1.3247,0.7982758621,0.256871285594
1.3247,0.7646551724,0.296835895362
1.3247,0.7310344828,0.34288459699
1.3247,0.6974137931,0.395252224249
1.3247,0.6637931034,0.453793480528
1.3247,0.6301724138,0.517822158449
1.3247,0.5965517241,0.585978937297
1.3247,0.5629310345,0.656165131718
1.3247,0.5293103448,0.725625629369
1.3247,0.4956896552,0.79121789502
1.3247,0.4620689655,0.849857885919
1.3247,0.4284482759,0.899060002809
1.3247,0.3948275862,0.937416286095
1.3247,0.3612068966,0.964851534637
1.3247,0.3275862069,0.982557172112
1.3247,0.2939655172,0.992621788957
1.3247,0.2603448276,0.997481348636
1.3247,0.2267241379,0.99936398298
1.3247,0.1931034483,0.999897423262
1.3247,0.1594827586,0.999991922364
1.3247,0.125862069,0.999999820983
1.3247,0.09224137931,0.999999999718
1.3247,0.05862068966,1
1.3247,0.025,1
1.371,1,0.121739324376
1.371,0.9663793103,0.137741472555
1.371,0.9327586207,0.156579565164
1.371,0.899137931,0.178755314489
1.371,0.8655172414,0.204825533686
1.371,0.8318965517,0.235384663395
1.371,0.7982758621,0.271030534946
1.371,0.7646551724,0.312306848671
1.371,0.7310344828,0.359616344767
1.371,0.6974137931,0.413102026133
1.371,0.6637931034,0.47250189265
1.371,0.6301724138,0.536996034966
1.371,0.5965517241,0.605088972823
1.371,0.5629310345,0.674571756533
1.371,0.5293103448,0.742641210663
1.371,0.4956896552,0.806197211905
1.371,0.4620689655,0.8623064183
1.371,0.4284482759,0.908728130404
1.371,0.3948275862,0.944347881582
1.371,0.3612068966,0.969366541281
1.371,0.3275862069,0.985170233198
1.371,0.2939655172,0.993921859425
1.371,0.2603448276,0.998009481686
1.371,0.2267241379,0.999525030729
1.371,0.1931034483,0.999929319997
1.371,0.1594827586,0.999995061637
1.371,0.125862069,0.999999909349
1.371,0.09224137931,0.999999999899
1.371,0.05862068966,1
1.371,0.025,1
1.4174,1,0.120795959422
1.4174,0.9663793103,0.136693567212
1.4174,0.9327586207,0.155420735077
1.4174,0.899137931,0.177481896363
1.4174,0.8655172414,0.203438255087
1.4174,0.8318965517,0.233890769849
1.4174,0.7982758621,0.269446292251
1.4174,0.7646551724,0.31065933596
1.4174,0.7310344828,0.357948151146
1.4174,0.6974137931,0.41146943407
1.4174,0.6637931034,0.470973601683
1.4174,0.6301724138,0.535649414901
1.4174,0.5965517241,0.603996622057
1.4174,0.5629310345,0.673790212552
1.4174,0.5293103448,0.742194824201
1.4174,0.4956896552,0.806068377176
1.4174,0.4620689655,0.862434193964
1.4174,0.4284482759,0.909019733718
1.4174,0.3948275862,0.944700590963
1.4174,0.3612068966,0.969692573139
1.4174,0.3275862069,0.985415535176
1.4174,0.2939655172,0.994072017814
1.4174,0.2603448276,0.998081554356
1.4174,0.2267241379,0.999550106939
1.4174,0.1931034483,0.99993478603
1.4174,0.1594827586,0.999995627596
1.4174,0.125862069,0.999999925006
1.4174,0.09224137931,0.999999999926
1.4174,0.05862068966,1
1.4174,0.025,1
1.4638,1,0.116216767079
1.4638,0.9663793103,0.13147205249
1.4638,0.9327586207,0.149471260716
1.4638,0.899137931,0.170716378628
1.4638,0.8655172414,0.195770803499
1.4638,0.8318965517,0.225249082165
1.4638,0.7982758621,0.259781897458
1.4638,0.7646551724,0.299965898907
1.4638,0.7310344828,0.346279573048
1.4638,0.6974137931,0.398964914636
1.4638,0.6637931034,0.45787657891
1.4638,0.6301724138,0.522315580454
1.4638,0.5965517241,0.590884635409
1.4638,0.5629310345,0.661423896381
1.4638,0.5293103448,0.731095927389
1.4638,0.4956896552,0.796669943083
1.4638,0.4620689655,0.854996844178
1.4638,0.4284482759,0.903579757661
1.4638,0.3948275862,0.941071593761
1.4638,0.3612068966,0.96752289918
1.4638,0.3275862069,0.98428116068
1.4638,0.2939655172,0.993571995436
1.4638,0.2603448276,0.997906033387
1.4638,0.2267241379,0.999505383274
1.4638,0.1931034483,0.999927723142
1.4638,0.1594827586,0.999995109724
1.4638,0.125862069,0.999999915203
1.4638,0.09224137931,0.999999999915
1.4638,0.05862068966,1
1.4638,0.025,1
1.5102,1,0.109151034597
1.5102,0.9663793103,0.123381860464
1.5102,0.9327586207,0.140208972921
1.5102,0.899137931,0.160125383705
1.5102,0.8655172414,0.183693947041
1.5102,0.8318965517,0.211538486146
1.5102,0.7982758621,0.244320404984
1.5102,0.7646551724,0.282693407868
1.5102,0.7310344828,0.327228003744
1.5102,0.6974137931,0.378298748661
1.5102,0.6637931034,0.435932930774
1.5102,0.6301724138,0.499632165846
1.5102,0.5965517241,0.568199273431
1.5102,0.5629310345,0.639628344939
1.5102,0.5293103448,0.711134461957
1.5102,0.4956896552,0.779391562421
1.5102,0.4620689655,0.840994713043
1.5102,0.4284482759,0.893069770694
1.5102,0.3948275862,0.933858288376
1.5102,0.3612068966,0.963070771826
1.5102,0.3275862069,0.981866658098
1.5102,0.2939655172,0.992460460153
1.5102,0.2603448276,0.997494501133
1.5102,0.2267241379,0.999393191015
1.5102,0.1931034483,0.999908365855
1.5102,0.1594827586,0.999993510317
1.5102,0.125862069,0.999999879487
1.5102,0.09224137931,0.999999999864
1.5102,0.05862068966,1
1.5102,0.025,1
1.5566,1,0.100307328505
1.5566,0.9663793103,0.113224340578
1.5566,0.9327586207,0.128535547769
1.5566,0.899137931,0.146715959005
1.5566,0.8655172414,0.168317903227
1.5566,0.8318965517,0.193968399536
1.5566,0.7982758621,0.224354446287
1.5566,0.7646551724,0.260188841562
1.5566,0.7310344828,0.302147281079
1.5566,0.6974137931,0.350767097131
1.5566,0.6637931034,0.406301339499
1.5566,0.6301724138,0.468532077387
1.5566,0.5965517241,0.536566619502
1.5566,0.5629310345,0.60866916892
1.5566,0.5293103448,0.682209380231
1.5566,0.4956896552,0.753818190856
1.5566,0.4620689655,0.81980437308
1.5566,0.4284482759,0.876791393007
1.5566,0.3948275862,0.922412442543
1.5566,0.3612068966,0.955823172303
1.5566,0.3275862069,0.977825223026
1.5566,0.2939655172,0.990540508613
1.5566,0.2603448276,0.996756695605
1.5566,0.2267241379,0.999182536764
1.5566,0.1931034483,0.999869771421
1.5566,0.1594827586,0.999990049589
1.5566,0.125862069,0.999999792486
1.5566,0.09224137931,0.999999999706
1.5566,0.05862068966,1
1.5566,0.025,1
1.6029,1,0.0902495478783
1.6029,0.9663793103,0.101638982785
1.6029,0.9327586207,0.115171931532
1.6029,0.899137931,0.131293863412
1.6029,0.8655172414,0.150533075473
1.6029,0.8318965517,0.173504766472
1.6029,0.7982758621,0.200906276245
1.6029,0.7646551724,0.23349663001
1.6029,0.7310344828,0.272050862662
1.6029,0.6974137931,0.31727745985
1.6029,0.6637931034,0.369687574879
1.6029,0.6301724138,0.429410741169
1.6029,0.5965517241,0.495967914558
1.6029,0.5629310345,0.568041747921
1.6029,0.5293103448,0.643322318094
1.6029,0.4956896552,0.718537024494
1.6029,0.4620689655,0.789764487806
1.6029,0.4284482759,0.853053645999
1.6029,0.3948275862,0.905226405614
1.6029,0.3612068966,0.944603365148
1.6029,0.3275862069,0.971360744407
1.6029,0.2939655172,0.987355177903
1.6029,0.2603448276,0.995478790274
1.6029,0.2267241379,0.998797544347
1.6029,0.1931034483,0.999794050881
1.6029,0.1594827586,0.999982550417
1.6029,0.125862069,0.9999995735
1.6029,0.09224137931,0.999999999195
1.6029,0.05862068966,1
1.6029,0.025,1
1.6493,1,0.079454742085
1.6493,0.9663793103,0.0891697245237
1.6493,0.9327586207,0.100735195261
1.6493,0.899137931,0.114553582441
1.6493,0.8655172414,0.131111772912
1.6493,0.8318965517,0.150991400331
1.6493,0.7982758621,0.174874120057
1.6493,0.7646551724,0.203536223329
1.6493,0.7310344828,0.237823862789
1.6493,0.6974137931,0.278596622506
1.6493,0.6637931034,0.3266244009
1.6493,0.6301724138,0.38242338659
1.6493,0.5965517241,0.4460261554
1.6493,0.5629310345,0.516704700344
1.6493,0.5293103448,0.592706798042
1.6493,0.4956896552,0.67111731948
1.6493,0.4620689655,0.747987619543
1.6493,0.4284482759,0.818840359252
1.6493,0.3948275862,0.879520483131
1.6493,0.3612068966,0.927161166911
1.6493,0.3275862069,0.960890832504
1.6493,0.2939655172,0.981957388309
1.6493,0.2603448276,0.993195813966
1.6493,0.2267241379,0.998063060821
1.6493,0.1931034483,0.999636455628
1.6493,0.1594827586,0.999964899832
1.6493,0.125862069,0.99999895166
1.6493,0.09224137931,0.999999997197
1.6493,0.05862068966,1
1.6493,0.025,1
1.6957,1,0.0684549099449
1.6957,0.9663793103,0.0764356313132
1.6957,0.9327586207,0.085944526605
1.6957,0.899137931,0.0973275725367
1.6957,0.8655172414,0.111011407515
1.6957,0.8318965517,0.127518189863
1.6957,0.7982758621,0.147479292523
1.6957,0.7646551724,0.171644015418
1.6957,0.7310344828,0.200876607381
1.6957,0.6974137931,0.236130805111
1.6957,0.6637931034,0.278386152212
1.6957,0.6301724138,0.328526119539
1.6957,0.5965517241,0.387138396529
1.6957,0.5629310345,0.454229796348
1.6957,0.5293103448,0.528881326886
1.6957,0.4956896552,0.608928172292
1.6957,0.4620689655,0.690821122066
1.6957,0.4284482759,0.769862899977
1.6957,0.3948275862,0.840941399619
1.6957,0.3612068966,0.899662798353
1.6957,0.3275862069,0.943504640102
1.6957,0.2939655172,0.972471959694
1.6957,0.2603448276,0.988914316359
1.6957,0.2267241379,0.99657100333
1.6957,0.1931034483,0.999280769922
1.6957,0.1594827586,0.999918676456
1.6957,0.125862069,0.999996907188
1.6957,0.09224137931,0.999999987484
1.6957,0.05862068966,1
1.6957,0.025,1
1.7421,1,0.0577991820658
1.7421,0.9663793103,0.0640837561083
1.7421,0.9327586207,0.071564065216
1.7421,0.899137931,0.0805190671962
1.7421,0.8655172414,0.0912985915868
1.7421,0.8318965517,0.104340116341
1.7421,0.7982758621,0.12018750293
1.7421,0.7646551724,0.139509949668
1.7421,0.7310344828,0.163117337549
1.7421,0.6974137931,0.191964661201
1.7421,0.6637931034,0.227132933645
1.7421,0.6301724138,0.269766886907
1.7421,0.5965517241,0.320942526956
1.7421,0.5629310345,0.381435001323
1.7421,0.5293103448,0.451369488965
1.7421,0.4956896552,0.529780069578
1.7421,0.4620689655,0.614185049666
1.7421,0.4284482759,0.700395895221
1.7421,0.3948275862,0.782837646728
1.7421,0.3612068966,0.855550306254
1.7421,0.3275862069,0.913699963937
1.7421,0.2939655172,0.955009032775
1.7421,0.2603448276,0.98037304672
1.7421,0.2267241379,0.99329264834
1.7421,0.1931034483,0.998394875428
1.7421,0.1594827586,0.999781416954
1.7421,0.125862069,0.999988966006
1.7421,0.09224137931,0.999999927565
1.7421,0.05862068966,0.999999999999
1.7421,0.025,1
1.7884,1,0.0480244360309
1.7884,0.9663793103,0.0527570728736
1.7884,0.9327586207,0.0583684083384
1.7884,0.899137931,0.0650661029337
1.7884,0.8655172414,0.0731139655424
1.7884,0.8318965517,0.0828476034029
1.7884,0.7982758621,0.0946937319268
1.7884,0.7646551724,0.109193143597
1.7884,0.7310344828,0.127026350884
1.7884,0.6974137931,0.14903890564
1.7884,0.6637931034,0.176259660667
1.7884,0.6301724138,0.209898896832
1.7884,0.5965517241,0.251303605951
1.7884,0.5629310345,0.301834985352
1.7884,0.5293103448,0.362623057149
1.7884,0.4956896552,0.434158182807
1.7884,0.4620689655,0.515723268925
1.7884,0.4284482759,0.604781191241
1.7884,0.3948275862,0.69660506438
1.7884,0.3612068966,0.78457590548
1.7884,0.3275862069,0.86146206695
1.7884,0.2939655172,0.92148042103
1.7884,0.2603448276,0.962244675024
1.7884,0.2267241379,0.98547077261
1.7884,0.1931034483,0.995944070283
1.7884,0.1594827586,0.999315576228
1.7884,0.125862069,0.999952206574
1.7884,0.09224137931,0.999999454166
1.7884,0.05862068966,0.999999999955
1.7884,0.025,1
1.8348,1,0.0395186237764
1.8348,0.9663793103,0.0429287760276
1.8348,0.9327586207,0.0469408547421
1.8348,0.899137931,0.0516951298962
1.8348,0.8655172414,0.0573710141124
1.8348,0.8318965517,0.0641991373199
1.8348,0.7982758621,0.0724771576663
1.8348,0.7646551724,0.0825902229805
1.8348,0.7310344828,0.0950369134063
1.8348,0.6974137931,0.110460997118
1.8348,0.6637931034,0.12968794924
1.8348,0.6301724138,0.153762081757
1.8348,0.5965517241,0.183973952963
1.8348,0.5629310345,0.221856625804
1.8348,0.5293103448,0.269111762967
1.8348,0.4956896552,0.327403936475
1.8348,0.4620689655,0.397944915788
1.8348,0.4284482759,0.480810224542
1.8348,0.3948275862,0.574044102786
1.8348,0.3612068966,0.672864395785
1.8348,0.3275862069,0.769602614891
1.8348,0.2939655172,0.85507303847
1.8348,0.2603448276,0.921404480215
1.8348,0.2267241379,0.965096183147
1.8348,0.1931034483,0.988328737388
1.8348,0.1594827586,0.997481835546
1.8348,0.125862069,0.999745937845
1.8348,0.09224137931,0.999994565867
1.8348,0.05862068966,0.999999998132
1.8348,0.025,1
1.8812,1,0.0325761092051
1.8812,0.9663793103,0.0349566551431
1.8812,0.9327586207,0.0377238615208
1.8812,0.899137931,0.0409630238128
1.8812,0.8655172414,0.0447829251526
1.8812,0.8318965517,0.0493233910025
1.8812,0.7982758621,0.0547655126584
1.8812,0.7646551724,0.0613454963162
1.8812,0.7310344828,0.0693733846816
1.8812,0.6974137931,0.0792581960111
1.8812,0.6637931034,0.0915412112672
1.8812,0.6301724138,0.106938918958
1.8812,0.5965517241,0.126395846141
1.8812,0.5629310345,0.151143829684
1.8812,0.5293103448,0.182755727721
1.8812,0.4956896552,0.223164094235
1.8812,0.4620689655,0.274584023154
1.8812,0.4284482759,0.339233193626
1.8812,0.3948275862,0.418698955847
1.8812,0.3612068966,0.512828805276
1.8812,0.3275862069,0.618255808656
1.8812,0.2939655172,0.727240600603
1.8812,0.2603448276,0.828183628445
1.8812,0.2267241379,0.908966150496
1.8812,0.1931034483,0.962245109698
1.8812,0.1594827586,0.98919501268
1.8812,0.125862069,0.998352281788
1.8812,0.09224137931,0.999929022043
1.8812,0.05862068966,0.999999891064
1.8812,0.025,1
1.9276,1,0.0272621188153
1.9276,0.9663793103,0.0289162569462
1.9276,0.9327586207,0.0308108534554
1.9276,0.899137931,0.0329935477017
1.9276,0.8655172414,0.0355240630101
1.9276,0.8318965517,0.0384779489741
1.9276,0.7982758621,0.0419516797804
1.9276,0.7646551724,0.0460696594966
1.9276,0.7310344828,0.0509939239016
1.9276,0.6974137931,0.0569376684977
1.9276,0.6637931034,0.0641842067788
1.9276,0.6301724138,0.0731135978504
1.9276,0.5965517241,0.0842399632266
1.9276,0.5629310345,0.0982632919491
1.9276,0.5293103448,0.116139809344
1.9276,0.4956896552,0.139173395033
1.9276,0.4620689655,0.169123797114
1.9276,0.4284482759,0.20830838024
1.9276,0.3948275862,0.259629483794
1.9276,0.3612068966,0.326370432464
1.9276,0.3275862069,0.411465148878
1.9276,0.2939655172,0.515842572812
1.9276,0.2603448276,0.635702559001
1.9276,0.2267241379,0.759787620336
1.9276,0.1931034483,0.869844747748
1.9276,0.1594827586,0.947787408659
1.9276,0.125862069,0.987261605586
1.9276,0.09224137931,0.99881104466
1.9276,0.05862068966,0.999990587612
1.9276,0.025,1
1.974,1,0.0234476759958
1.974,0.9663793103,0.0246380120008
1.974,0.9327586207,0.0259835514306
1.974,0.899137931,0.0275110067398
1.974,0.8655172414,0.029252840694
1.974,0.8318965517,0.0312487750968
1.974,0.7982758621,0.0335477776393
1.974,0.7646551724,0.0362107094525
1.974,0.7310344828,0.0393138992689
1.974,0.6974137931,0.0429540377812
1.974,0.6637931034,0.0472549842728
1.974,0.6301724138,0.0523773900601
1.974,0.5965517241,0.0585325399666
1.974,0.5629310345,0.0660026067715
1.974,0.5293103448,0.0751707799785
1.974,0.4956896552,0.0865667246031
1.974,0.4620689655,0.100935860602
1.974,0.4284482759,0.119345214386
1.974,0.3948275862,0.143343405228
1.974,0.3612068966,0.175193744558
1.974,0.3275862069,0.218183114402
1.974,0.2939655172,0.276931968301
1.974,0.2603448276,0.357382377141
1.974,0.2267241379,0.465521051979
1.974,0.1931034483,0.602892411306
1.974,0.1594827586,0.757320565468
1.974,0.125862069,0.895101727222
1.974,0.09224137931,0.976537422824
1.974,0.05862068966,0.998919946953
1.974,0.025,0.999999972641
2.0203,1,0.0209067369946
2.0203,0.9663793103,0.0218264800102
2.0203,0.9327586207,0.0228585101966
2.0203,0.899137931,0.0240203261608
2.0203,0.8655172414,0.0253326457979
2.0203,0.8318965517,0.026820063295
2.0203,0.7982758621,0.0285118462179
2.0203,0.7646551724,0.0304429023047
2.0203,0.7310344828,0.0326549523794
2.0203,0.6974137931,0.0351979558097
2.0203,0.6637931034,0.0381318515947
2.0203,0.6301724138,0.0415287088563
2.0203,0.5965517241,0.045475440562
2.0203,0.5629310345,0.0500773547657
2.0203,0.5293103448,0.0554630596968
2.0203,0.4956896552,0.0617917204483
2.0203,0.4620689655,0.069264608435
2.0203,0.4284482759,0.0781447061822
2.0203,0.3948275862,0.0887916072399
2.0203,0.3612068966,0.10172556193
2.0203,0.3275862069,0.11774714804
2.0203,0.2939655172,0.138163415175
2.0203,0.2603448276,0.165218326013
2.0203,0.2267241379,0.202910369168
2.0203,0.1931034483,0.258489992568
2.0203,0.1594827586,0.344782492565
2.0203,0.125862069,0.481350332435
2.0203,0.09224137931,0.682309045401
2.0203,0.05862068966,0.90237602127
2.0203,0.025,0.998713903709
2.0667,1,0.0194396618214
2.0667,0.9663793103,0.0202198788733
2.0667,0.9327586207,0.0210937055723
2.0667,0.899137931,0.0220754529191
2.0667,0.8655172414,0.0231819869402
2.0667,0.8318965517,0.0244332175044
2.0667,0.7982758621,0.0258526740144
2.0667,0.7646551724,0.0274681758546
2.0667,0.7310344828,0.0293126009521
2.0667,0.6974137931,0.0314247475335
2.0667,0.6637931034,0.0338502708837
2.0667,0.6301724138,0.0366426581474
2.0667,0.5965517241,0.0398641821303
2.0667,0.5629310345,0.0435867588706
2.0667,0.5293103448,0.047892648661
2.0667,0.4956896552,0.0528750449257
2.0667,0.4620689655,0.058638914292
2.0667,0.4284482759,0.0653032315349
2.0667,0.3948275862,0.0730074651848
2.0667,0.3612068966,0.0819286949436
2.0667,0.3275862069,0.0923227834189
2.0667,0.2939655172,0.104617175016
2.0667,0.2603448276,0.119612770042
2.0667,0.2267241379,0.138921163765
2.0667,0.1931034483,0.165938862536
2.0667,0.1594827586,0.208140689948
2.0667,0.125862069,0.282759397857
2.0667,0.09224137931,0.429751519215
2.0667,0.05862068966,0.714180108323
2.0667,0.025,0.989637942706
2.1131,1,0.0190224176144
2.1131,0.9663793103,0.0197760208183
2.1131,0.9327586207,0.0206223188415
2.1131,0.899137931,0.0215761372531
2.1131,0.8655172414,0.0226551614096
2.1131,0.8318965517,0.0238805643562
2.1131,0.7982758621,0.0252777830386
2.1131,0.7646551724,0.0268774779258
2.1131,0.7310344828,0.0287167185944
2.1131,0.6974137931,0.0308404465011
2.1131,0.6637931034,0.0333032766033
2.1131,0.6301724138,0.0361717132452
2.1131,0.5965517241,0.0395268772197
2.1131,0.5629310345,0.0434678813872
2.1131,0.5293103448,0.0481160785516
2.1131,0.4956896552,0.0536205982732
2.1131,0.4620689655,0.0601660207313
2.1131,0.4284482759,0.0679839810747
2.1131,0.3948275862,0.0773725163119
2.1131,0.3612068966,0.0887311754367
2.1131,0.3275862069,0.102628540693
2.1131,0.2939655172,0.119936392869
2.1131,0.2603448276,0.142100845018
2.1131,0.2267241379,0.171695606128
2.1131,0.1931034483,0.213554262211
2.1131,0.1594827586,0.277034049632
2.1131,0.125862069,0.379970056311
2.1131,0.09224137931,0.55136507227
2.1131,0.05862068966,0.804783099024
2.1131,0.025,0.993062775843
2.1595,1,0.0197580501698
2.1595,0.9663793103,0.02062537208
2.1595,0.9327586207,0.0216093961769
2.1595,0.899137931,0.0227312950986
