rb_over_a,delta_over_omega,threshold_temperature_over_omega
1.0928,0.275862069,0.192251768482
1.0928,0.4137931034,0.180131278917
1.0928,0.5517241379,0.168209683503
1.0928,0.6896551724,0.156510269242
1.0928,0.8275862069,0.147131096501
1.0928,0.9655172414,0.138487608122
1.0928,1.103448276,0.130488773469
1.0928,1.24137931,0.124022090676
1.0928,1.379310345,0.120006207741
1.0928,1.517241379,0.117423961056
1.0928,1.655172414,0.116192085618
1.0928,1.793103448,0.116241936501
1.0928,1.931034483,0.117563170218
1.0928,2.068965517,0.120213748113
1.0928,2.206896552,0.124284890802
1.0928,2.344827586,0.130888192058
1.0928,2.482758621,0.13896742066
1.0928,2.620689655,0.147738706503
1.0928,2.75862069,0.15730651655
1.0928,2.896551724,0.169341524011
1.0928,3.034482759,0.181437489254
1.0928,3.172413793,0.193954120332
1.0928,3.310344828,0.208532055656
1.0928,3.448275862,0.22265885673
1.0928,3.586206897,0.23872058092
1.0928,3.724137931,0.25474436764
1.0928,3.862068966,0.272508344239
1.0928,4,0.290416041049
1.1391,0,0.217603939159
1.1391,0.1379310345,0.201829086718
1.1391,0.275862069,0.186131268443
1.1391,0.4137931034,0.171777912079
1.1391,0.5517241379,0.156701011773
1.1391,0.6896551724,0.143812359531
1.1391,0.8275862069,0.130482135948
1.1391,0.9655172414,0.118825038965
1.1391,1.103448276,0.109913589304
1.1391,1.24137931,0.104550280968
1.1391,1.379310345,0.105557639719
1.1391,1.517241379,0.111976602265
1.1391,1.655172414,0.120096233731
1.1391,1.793103448,0.128279762279
1.1391,1.931034483,0.135661358445
1.1391,2.068965517,0.140178109836
1.1391,2.206896552,0.141965294803
1.1391,2.344827586,0.141071066558
1.1391,2.482758621,0.13748150262
1.1391,2.620689655,0.13111503982
1.1391,2.75862069,0.12289824187
1.1391,2.896551724,0.115040189267
1.1391,3.034482759,0.108230094502
1.1391,3.172413793,0.105879286607
1.1391,3.310344828,0.109945720058
1.1391,3.448275862,0.118283370548
1.1391,3.586206897,0.129572777746
1.1391,3.724137931,0.143081355705
1.1391,3.862068966,0.156157002177
1.1391,4,0.171402478105
1.1855,0,0.214815332726
1.1855,0.1379310345,0.197439869067
1.1855,0.275862069,0.180904210474
1.1855,0.4137931034,0.164255831006
1.1855,0.5517241379,0.148300052702
1.1855,0.6896551724,0.132576082923
1.1855,0.8275862069,0.117670625233
1.1855,0.9655172414,0.106041338469
1.1855,1.103448276,0.102072358808
1.1855,1.24137931,0.112151998362
1.1855,1.379310345,0.129704952503
1.1855,1.517241379,0.149693032295
1.1855,1.655172414,0.168942328391
1.1855,1.793103448,0.186168196183
1.1855,1.931034483,0.202527382194
1.1855,2.068965517,0.216524716721
1.1855,2.206896552,0.228418415242
1.1855,2.344827586,0.239090706403
1.1855,2.482758621,0.246832163596
1.1855,2.620689655,0.252017312065
1.1855,2.75862069,0.254679595375
1.1855,2.896551724,0.254768295858
1.1855,3.034482759,0.252278777079
1.1855,3.172413793,0.247240484053
1.1855,3.310344828,0.239629595673
1.1855,3.448275862,0.22910403309
1.1855,3.586206897,0.217180299767
1.1855,3.724137931,0.203284136935
1.1855,3.862068966,0.186898871672
1.1855,4,0.169774163185
1.2319,0,0.212536580742
1.2319,0.1379310345,0.193795474854
1.2319,0.275862069,0.176730382649
1.2319,0.4137931034,0.158238380697
1.2319,0.5517241379,0.141702357156
1.2319,0.6896551724,0.123659667385
1.2319,0.8275862069,0.109094685488
1.2319,0.9655172414,0.0998234074912
1.2319,1.103448276,0.108578150995
1.2319,1.24137931,0.129352082482
1.2319,1.379310345,0.153691481868
1.2319,1.517241379,0.178206135262
1.2319,1.655172414,0.20112104058
1.2319,1.793103448,0.222554316017
1.2319,1.931034483,0.243911268354
1.2319,2.068965517,0.263297880036
1.2319,2.206896552,0.282272317429
1.2319,2.344827586,0.299853550376
1.2319,2.482758621,0.316356651349
1.2319,2.620689655,0.331381419703
1.2319,2.75862069,0.345378595156
1.2319,2.896551724,0.357170784018
1.2319,3.034482759,0.367691842272
1.2319,3.172413793,0.376135353551
1.2319,3.310344828,0.382116055593
1.2319,3.448275862,0.385593148107
1.2319,3.586206897,0.386528554349
1.2319,3.724137931,0.3849035856
1.2319,3.862068966,0.380723488138
1.2319,4,0.374059897583
1.2783,0,0.2108791254
1.2783,0.1379310345,0.191439384568
1.2783,0.275862069,0.173691790682
1.2783,0.4137931034,0.154575932885
1.2783,0.5517241379,0.136873357245
1.2783,0.6896551724,0.118459087107
1.2783,0.8275862069,0.10335532239
1.2783,0.9655172414,0.0991250908861
1.2783,1.103448276,0.116117424613
1.2783,1.24137931,0.1421439248
1.2783,1.379310345,0.168502298141
1.2783,1.517241379,0.193416782565
1.2783,1.655172414,0.218540142747
1.2783,1.793103448,0.242717114839
1.2783,1.931034483,0.265536817392
1.2783,2.068965517,0.287859840197
1.2783,2.206896552,0.310141923274
1.2783,2.344827586,0.331259750966
1.2783,2.482758621,0.352252379117
1.2783,2.620689655,0.372777252605
1.2783,2.75862069,0.392171821835
1.2783,2.896551724,0.411636560134
1.2783,3.034482759,0.429647609534
1.2783,3.172413793,0.447448756017
1.2783,3.310344828,0.463694392008
1.2783,3.448275862,0.479403661408
1.2783,3.586206897,0.493260564654
1.2783,3.724137931,0.506244912966
1.2783,3.862068966,0.517271770514
1.2783,4,0.526249174332
1.3247,0,0.209895146394
1.3247,0.1379310345,0.190090484479
1.3247,0.275862069,0.171816945181
1.3247,0.4137931034,0.152378583723
1.3247,0.5517241379,0.133843809609
1.3247,0.6896551724,0.115326521602
1.3247,0.8275862069,0.0998916744473
1.3247,0.9655172414,0.0995034378377
1.3247,1.103448276,0.120010885333
1.3247,1.24137931,0.147703625827
1.3247,1.379310345,0.175245776579
1.3247,1.517241379,0.201491781528
1.3247,1.655172414,0.226248770206
1.3247,1.793103448,0.251368853101
1.3247,1.931034483,0.275776998317
1.3247,2.068965517,0.299280986647
1.3247,2.206896552,0.322549233616
1.3247,2.344827586,0.346070646188
1.3247,2.482758621,0.368928295336
1.3247,2.620689655,0.391351051092
1.3247,2.75862069,0.4141255488
1.3247,2.896551724,0.436277000653
1.3247,3.034482759,0.458002068357
1.3247,3.172413793,0.479894483128
1.3247,3.310344828,0.501041669969
1.3247,3.448275862,0.521927448516
1.3247,3.586206897,0.542520961409
1.3247,3.724137931,0.562122504795
1.3247,3.862068966,0.581802532809
1.3247,4,0.60037098122
1.371,0,0.209587996001
1.371,0.1379310345,0.189589562732
1.371,0.275862069,0.171074960825
1.371,0.4137931034,0.151500635771
1.371,0.5517241379,0.132581840885
1.371,0.6896551724,0.113973124359
1.371,0.8275862069,0.0980297431695
1.371,0.9655172414,0.0984524711197
1.371,1.103448276,0.120135254888
1.371,1.24137931,0.148354671674
1.371,1.379310345,0.17627118573
1.371,1.517241379,0.202904726581
1.371,1.655172414,0.228052027609
1.371,1.793103448,0.253321301236
1.371,1.931034483,0.278289751164
1.371,2.068965517,0.302581778293
1.371,2.206896552,0.326256116404
1.371,2.344827586,0.350604332103
1.371,2.482758621,0.374596255056
1.371,2.620689655,0.398059591161
1.371,2.75862069,0.421743484512
1.371,2.896551724,0.445487911198
1.371,3.034482759,0.468802992232
1.371,3.172413793,0.491952983552
1.371,3.310344828,0.51539583576
1.371,3.448275862,0.538450016996
1.371,3.586206897,0.561135360607
1.371,3.724137931,0.584151747291
1.371,3.862068966,0.606756230955
1.371,4,0.62890427125
1.4174,0,0.209928880494
1.4174,0.1379310345,0.189866299967
1.4174,0.275862069,0.171375165792
1.4174,0.4137931034,0.15179258385
1.4174,0.5517241379,0.132945172225
1.4174,0.6896551724,0.114188351791
1.4174,0.8275862069,0.0975212272914
1.4174,0.9655172414,0.0955244477262
1.4174,1.103448276,0.116926577106
1.4174,1.24137931,0.145088571417
1.4174,1.379310345,0.173006723236
1.4174,1.517241379,0.199568800475
1.4174,1.655172414,0.224932065261
1.4174,1.793103448,0.250595283389
1.4174,1.931034483,0.275701505732
1.4174,2.068965517,0.300113392172
1.4174,2.206896552,0.324276622606
1.4174,2.344827586,0.348962968319
1.4174,2.482758621,0.373317897781
1.4174,2.620689655,0.397200389713
1.4174,2.75862069,0.421474049274
1.4174,2.896551724,0.445809025359
1.4174,3.034482759,0.469827336978
1.4174,3.172413793,0.493641316105
1.4174,3.310344828,0.517916172561
1.4174,3.448275862,0.541959941048
1.4174,3.586206897,0.565678321814
1.4174,3.724137931,0.589631804775
1.4174,3.862068966,0.613587628643
1.4174,4,0.637259242722
1.4638,0,0.210860102621
1.4638,0.1379310345,0.190847862298
1.4638,0.275862069,0.172592214359
1.4638,0.4137931034,0.153104984702
1.4638,0.5517241379,0.134707936462
1.4638,0.6896551724,0.11579250848
1.4638,0.8275862069,0.0985839189476
1.4638,0.9655172414,0.0916929895187
1.4638,1.103448276,0.110780976595
1.4638,1.24137931,0.138175399087
1.4638,1.379310345,0.165701526869
1.4638,1.517241379,0.191989185827
1.4638,1.655172414,0.218398070769
1.4638,1.793103448,0.244050039566
1.4638,1.931034483,0.26890744
1.4638,2.068965517,0.293068466406
1.4638,2.206896552,0.318020567943
1.4638,2.344827586,0.342710081966
1.4638,2.482758621,0.366964576468
1.4638,2.620689655,0.391184312369
1.4638,2.75862069,0.415866280099
1.4638,2.896551724,0.440312591383
1.4638,3.034482759,0.464414931882
1.4638,3.172413793,0.488891152626
1.4638,3.310344828,0.513439985203
1.4638,3.448275862,0.537753140169
1.4638,3.586206897,0.561859809355
1.4638,3.724137931,0.586441551001
1.4638,3.862068966,0.610860863482
1.4638,4,0.635050668931
1.5102,0,0.212315139813
1.5102,0.1379310345,0.192458919228
1.5102,0.275862069,0.174570093259
1.5102,0.4137931034,0.155290338135
1.5102,0.5517241379,0.137578521196
1.5102,0.6896551724,0.118595072998
1.5102,0.8275862069,0.101415572185
1.5102,0.9655172414,0.0895315159201
1.5102,1.103448276,0.101797324338
1.5102,1.24137931,0.126813377296
1.5102,1.379310345,0.154732336528
1.5102,1.517241379,0.182160975139
1.5102,1.655172414,0.208503024511
1.5102,1.793103448,0.233648662897
1.5102,1.931034483,0.258088057893
1.5102,2.068965517,0.283205204732
1.5102,2.206896552,0.307972567202
1.5102,2.344827586,0.332219048781
1.5102,2.482758621,0.356574171997
1.5102,2.620689655,0.381335743811
1.5102,2.75862069,0.405839686823
1.5102,2.896551724,0.429975958763
1.5102,3.034482759,0.454629547376
1.5102,3.172413793,0.479308702555
1.5102,3.310344828,0.503759780192
1.5102,3.448275862,0.528034129185
1.5102,3.586206897,0.552816204613
1.5102,3.724137931,0.577456894786
1.5102,3.862068966,0.601888463372
1.5102,4,0.626375440436
1.5566,0,0.214215974275
1.5566,0.1379310345,0.194900350519
1.5566,0.275862069,0.177140637157
1.5566,0.4137931034,0.158210972493
1.5566,0.5517241379,0.141256553727
1.5566,0.6896551724,0.122421442969
1.5566,0.8275862069,0.105798437563
1.5566,0.9655172414,0.0898832080859
1.5566,1.103448276,0.0910834431284
1.5566,1.24137931,0.114242920916
1.5566,1.379310345,0.141744976489
1.5566,1.517241379,0.168660743962
1.5566,1.655172414,0.194077524724
1.5566,1.793103448,0.219717061638
1.5566,1.931034483,0.245006724891
1.5566,2.068965517,0.269637269104
1.5566,2.206896552,0.293567858503
1.5566,2.344827586,0.318415280129
1.5566,2.482758621,0.343064060336
1.5566,2.620689655,0.367329685686
1.5566,2.75862069,0.391557241847
1.5566,2.896551724,0.41632036113
1.5566,3.034482759,0.440894125504
1.5566,3.172413793,0.465176113517
1.5566,3.310344828,0.489771355975
1.5566,3.448275862,0.514539528853
1.5566,3.586206897,0.539125107985
1.5566,3.724137931,0.563463785757
1.5566,3.862068966,0.588304369891
1.5566,4,0.613076433022
1.6029,0,0.216478577782
1.6029,0.1379310345,0.197888159695
1.6029,0.275862069,0.180162137047
1.6029,0.4137931034,0.162197706404
1.6029,0.5517241379,0.145462381265
1.6029,0.6896551724,0.127487048241
1.6029,0.8275862069,0.111187071101
1.6029,0.9655172414,0.0937766633509
1.6029,1.103448276,0.0854653595146
1.6029,1.24137931,0.09877072069
1.6029,1.379310345,0.12359607329
1.6029,1.517241379,0.151008536433
1.6029,1.655172414,0.177686302721
1.6029,1.793103448,0.20317357305
1.6029,1.931034483,0.227322602418
1.6029,2.068965517,0.252231753718
1.6029,2.206896552,0.2769733845
1.6029,2.344827586,0.301189122197
1.6029,2.482758621,0.325144646687
1.6029,2.620689655,0.349847318912
1.6029,2.75862069,0.374344032378
1.6029,2.896551724,0.398484301539
1.6029,3.034482759,0.422915712582
1.6029,3.172413793,0.447628468549
1.6029,3.310344828,0.472143613265
1.6029,3.448275862,0.4963811446
1.6029,3.586206897,0.521184888169
1.6029,3.724137931,0.54594260157
1.6029,3.862068966,0.570513097129
1.6029,4,0.594980404539
1.6493,0,0.21904001534
1.6493,0.1379310345,0.201166869952
1.6493,0.275862069,0.183509105913
1.6493,0.4137931034,0.16672721535
1.6493,0.5517241379,0.150010509344
1.6493,0.6896551724,0.133871761263
1.6493,0.8275862069,0.117146618003
1.6493,0.9655172414,0.10121289954
1.6493,1.103448276,0.0862531005327
1.6493,1.24137931,0.0847252051608
1.6493,1.379310345,0.104714188875
1.6493,1.517241379,0.130192207213
1.6493,1.655172414,0.156054089793
1.6493,1.793103448,0.182188370831
1.6493,1.931034483,0.207434405233
1.6493,2.068965517,0.231572422043
1.6493,2.206896552,0.255614536589
1.6493,2.344827586,0.280235317376
1.6493,2.482758621,0.304473501089
1.6493,2.620689655,0.328151611783
1.6493,2.75862069,0.352695953338
1.6493,2.896551724,0.377196705928
1.6493,3.034482759,0.401401969042
1.6493,3.172413793,0.425561499987
1.6493,3.310344828,0.450271508614
1.6493,3.448275862,0.474822127586
1.6493,3.586206897,0.499126654181
1.6493,3.724137931,0.523708984907
1.6493,3.862068966,0.548494265275
1.6493,4,0.573124654678
1.6957,0,0.221807323089
1.6957,0.1379310345,0.204595076962
1.6957,0.275862069,0.187066791489
1.6957,0.4137931034,0.171278725937
1.6957,0.5517241379,0.154740331387
1.6957,0.6896551724,0.140042547239
1.6957,0.8275862069,0.123494281033
1.6957,0.9655172414,0.109083760139
1.6957,1.103448276,0.0922077045558
1.6957,1.24137931,0.0811953678212
1.6957,1.379310345,0.0842249394026
1.6957,1.517241379,0.106464171393
1.6957,1.655172414,0.131824731784
1.6957,1.793103448,0.156847628893
1.6957,1.931034483,0.182487159227
1.6957,2.068965517,0.207337436004
1.6957,2.206896552,0.231121187104
1.6957,2.344827586,0.254978643819
1.6957,2.482758621,0.279393666372
1.6957,2.620689655,0.303415541591
1.6957,2.75862069,0.326952811026
1.6957,2.896551724,0.351443507739
1.6957,3.034482759,0.375799456111
1.6957,3.172413793,0.399843063706
1.6957,3.310344828,0.424042948916
1.6957,3.448275862,0.448660761222
1.6957,3.586206897,0.473099379616
1.6957,3.724137931,0.497277297367
1.6957,3.862068966,0.521939079479
1.6957,4,0.546649190875
1.7421,0,0.224711716831
1.7421,0.1379310345,0.208056215564
1.7421,0.275862069,0.190740766203
1.7421,0.4137931034,0.17570842472
1.7421,0.5517241379,0.159577825339
1.7421,0.6896551724,0.145827749852
1.7421,0.8275862069,0.13113050237
1.7421,0.9655172414,0.116598828828
1.7421,1.103448276,0.102495958361
1.7421,1.24137931,0.0871349989293
1.7421,1.379310345,0.0770192489585
1.7421,1.517241379,0.0814345341687
1.7421,1.655172414,0.103430458738
1.7421,1.793103448,0.127792413337
1.7421,1.931034483,0.153094852312
1.7421,2.068965517,0.178345626633
1.7421,2.206896552,0.202563058465
1.7421,2.344827586,0.225697619621
1.7421,2.482758621,0.25000058327
1.7421,2.620689655,0.274047540575
1.7421,2.75862069,0.297520887533
1.7421,2.896551724,0.32141069753
1.7421,3.034482759,0.345693079305
1.7421,3.172413793,0.369692017758
1.7421,3.310344828,0.393450872649
1.7421,3.448275862,0.417971601241
1.7421,3.586206897,0.442357045727
1.7421,3.724137931,0.466482173229
1.7421,3.862068966,0.490818520998
1.7421,4,0.515469737469
1.7884,0,0.227849144365
1.7884,0.1379310345,0.211455286317
1.7884,0.275862069,0.194674082946
1.7884,0.4137931034,0.179923864652
1.7884,0.5517241379,0.165217615035
1.7884,0.6896551724,0.151154074169
1.7884,0.8275862069,0.138260384996
1.7884,0.9655172414,0.123756323117
1.7884,1.103448276,0.111424446944
1.7884,1.24137931,0.09741734212
1.7884,1.379310345,0.083843345474
1.7884,1.517241379,0.0732881797009
1.7884,1.655172414,0.0753563239261
1.7884,1.793103448,0.0942199459925
1.7884,1.931034483,0.11914500804
1.7884,2.068965517,0.144651818467
1.7884,2.206896552,0.169048618181
1.7884,2.344827586,0.192072420235
1.7884,2.482758621,0.216304189599
1.7884,2.620689655,0.240179353434
1.7884,2.75862069,0.263297361462
1.7884,2.896551724,0.286993123911
1.7884,3.034482759,0.311051346887
1.7884,3.172413793,0.334742096579
1.7884,3.310344828,0.358329153213
1.7884,3.448275862,0.382656229207
1.7884,3.586206897,0.406818125734
1.7884,3.724137931,0.430674406766
1.7884,3.862068966,0.455034460931
1.7884,4,0.479537896589
1.8348,0,0.231256568591
1.8348,0.1379310345,0.21473083151
1.8348,0.275862069,0.198797946984
1.8348,0.4137931034,0.183845434069
1.8348,0.5517241379,0.170171249324
1.8348,0.6896551724,0.156052342741
1.8348,0.8275862069,0.144207809906
1.8348,0.9655172414,0.131615319369
1.8348,1.103448276,0.119014665706
1.8348,1.24137931,0.107691933034
1.8348,1.379310345,0.0940616886451
1.8348,1.517241379,0.082255037623
1.8348,1.655172414,0.071086682649
1.8348,1.793103448,0.0662153279859
1.8348,1.931034483,0.0814670411432
1.8348,2.068965517,0.105647674159
1.8348,2.206896552,0.129343386039
1.8348,2.344827586,0.153307252822
1.8348,2.482758621,0.177737107554
1.8348,2.620689655,0.201156571923
1.8348,2.75862069,0.223875356502
1.8348,2.896551724,0.247775139868
1.8348,3.034482759,0.271337907017
1.8348,3.172413793,0.294241602567
1.8348,3.310344828,0.318271766029
1.8348,3.448275862,0.342244245848
1.8348,3.586206897,0.365866382089
1.8348,3.724137931,0.389742378231
1.8348,3.862068966,0.41407473551
1.8348,4,0.438220402658
1.8812,0,0.23445991328
1.8812,0.1379310345,0.217826460143
1.8812,0.275862069,0.202494964281
1.8812,0.4137931034,0.187425967444
1.8812,0.5517241379,0.174396943607
1.8812,0.6896551724,0.160710903122
1.8812,0.8275862069,0.149137660891
1.8812,0.9655172414,0.138049029673
1.8812,1.103448276,0.125560653095
1.8812,1.24137931,0.115400425693
1.8812,1.379310345,0.10505699891
1.8812,1.517241379,0.0922896760251
1.8812,1.655172414,0.0821567747298
1.8812,1.793103448,0.0716900195332
1.8812,1.931034483,0.0598425049521
1.8812,2.068965517,0.0638286435064
1.8812,2.206896552,0.0840661605642
1.8812,2.344827586,0.108988687731
1.8812,2.482758621,0.132780438268
1.8812,2.620689655,0.155670669701
1.8812,2.75862069,0.17978853992
1.8812,2.896551724,0.20313099135
1.8812,3.034482759,0.225500605599
1.8812,3.172413793,0.249271560899
1.8812,3.310344828,0.272823149371
1.8812,3.448275862,0.295774129835
1.8812,3.586206897,0.319555871462
1.8812,3.724137931,0.343527724187
1.8812,3.862068966,0.367184859713
1.8812,4,0.390929589797
1.9276,0,0.237432217588
1.9276,0.1379310345,0.220674254154
1.9276,0.275862069,0.205762148309
1.9276,0.4137931034,0.190592598891
1.9276,0.5517241379,0.177938318218
1.9276,0.6896551724,0.165189178474
1.9276,0.8275862069,0.153138224731
1.9276,0.9655172414,0.142818392993
1.9276,1.103448276,0.13199879634
1.9276,1.24137931,0.121170220258
1.9276,1.379310345,0.112254691319
1.9276,1.517241379,0.102893850282
1.9276,1.655172414,0.0915994489197
1.9276,1.793103448,0.0828932991094
1.9276,1.931034483,0.0741935953874
1.9276,2.068965517,0.0627911428634
1.9276,2.206896552,0.0535085435241
1.9276,2.344827586,0.0575892604703
1.9276,2.482758621,0.0805570923754
1.9276,2.620689655,0.105113657851
1.9276,2.75862069,0.127798192238
1.9276,2.896551724,0.151416666341
1.9276,3.034482759,0.175248224931
1.9276,3.172413793,0.197909856268
1.9276,3.310344828,0.220720517016
1.9276,3.448275862,0.244355582021
1.9276,3.586206897,0.267484534345
1.9276,3.724137931,0.290481208977
1.9276,3.862068966,0.314423628765
1.9276,4,0.33814368534
1.974,0,0.240113879264
1.974,0.1379310345,0.223269941413
1.974,0.275862069,0.208586986131
1.974,0.4137931034,0.193419249649
1.974,0.5517241379,0.180821466154
1.974,0.6896551724,0.168584095676
1.974,0.8275862069,0.156260775269
1.974,0.9655172414,0.146207887376
1.974,1.103448276,0.136223302336
1.974,1.24137931,0.125279523437
1.974,1.379310345,0.116740708092
1.974,1.517241379,0.108697189668
1.974,1.655172414,0.100089840087
1.974,1.793103448,0.0904646454954
1.974,1.931034483,0.0833316514111
1.974,2.068965517,0.0765455097232
1.974,2.206896552,0.0684240709004
1.974,2.344827586,0.0570750937684
1.974,2.482758621,0.0497821839246
1.974,2.620689655,0.0491734143344
1.974,2.75862069,0.0691078369647
1.974,2.896551724,0.0912577776263
1.974,3.034482759,0.116032623217
1.974,3.172413793,0.140164260141
1.974,3.310344828,0.162469405025
1.974,3.448275862,0.185446133219
1.974,3.586206897,0.209013518592
1.974,3.724137931,0.231748957713
1.974,3.862068966,0.254696900913
1.974,4,0.278449990973
2.0203,0,0.242533332115
2.0203,0.1379310345,0.225593668707
2.0203,0.275862069,0.210999354357
2.0203,0.4137931034,0.196194016448
2.0203,0.5517241379,0.183108028128
2.0203,0.6896551724,0.171064172697
2.0203,0.8275862069,0.158496386601
2.0203,0.9655172414,0.148420355231
2.0203,1.103448276,0.13867455859
2.0203,1.24137931,0.128169983173
2.0203,1.379310345,0.119090980352
2.0203,1.517241379,0.111289538783
2.0203,1.655172414,0.103471820113
2.0203,1.793103448,0.0948651959523
2.0203,1.931034483,0.0874735733918
2.0203,2.068965517,0.0818649266362
2.0203,2.206896552,0.0767169005169
2.0203,2.344827586,0.0711962267252
2.0203,2.482758621,0.0639537509006
2.0203,2.620689655,0.0549992889085
2.0203,2.75862069,0.0487877297227
2.0203,2.896551724,0.0431191015199
2.0203,3.034482759,0.0482354417113
2.0203,3.172413793,0.072406996401
2.0203,3.310344828,0.0954563887957
2.0203,3.448275862,0.118888062248
2.0203,3.586206897,0.143079603569
2.0203,3.724137931,0.165796206143
2.0203,3.862068966,0.18815670026
2.0203,4,0.21182872033
2.0667,0,0.244676800961
2.0667,0.1379310345,0.22779939549
2.0667,0.275862069,0.21302259204
2.0667,0.4137931034,0.19839194536
2.0667,0.5517241379,0.18486196233
2.0667,0.6896551724,0.172788890944
2.0667,0.8275862069,0.160066907223
2.0667,0.9655172414,0.149641618917
2.0667,1.103448276,0.139759752044
2.0667,1.24137931,0.129179477859
2.0667,1.379310345,0.119639024701
2.0667,1.517241379,0.111550520291
2.0667,1.655172414,0.103433148603
2.0667,1.793103448,0.0945811325888
2.0667,1.931034483,0.0872580854072
2.0667,2.068965517,0.0816815533881
2.0667,2.206896552,0.0768135617979
2.0667,2.344827586,0.0723353105096
2.0667,2.482758621,0.0679368256728
2.0667,2.620689655,0.0631602316396
2.0667,2.75862069,0.0576274703074
2.0667,2.896551724,0.0531543123713
2.0667,3.034482759,0.0489989177111
2.0667,3.172413793,0.0448112293517
2.0667,3.310344828,0.0385203160729
2.0667,3.448275862,0.042216830198
2.0667,3.586206897,0.0650692212507
2.0667,3.724137931,0.0883035426698
2.0667,3.862068966,0.113446649818
2.0667,4,0.137237522491
2.1131,0,0.246578835889
2.1131,0.1379310345,0.229853351553
2.1131,0.275862069,0.214718868534
2.1131,0.4137931034,0.20012258202
2.1131,0.5517241379,0.1861860135
2.1131,0.6896551724,0.173939545343
2.1131,0.8275862069,0.161083403241
2.1131,0.9655172414,0.150112815657
2.1131,1.103448276,0.139853602663
2.1131,1.24137931,0.128750130273
2.1131,1.379310345,0.118857864386
2.1131,1.517241379,0.110224729852
2.1131,1.655172414,0.101427170302
2.1131,1.793103448,0.0921039185018
2.1131,1.931034483,0.0858425271365
2.1131,2.068965517,0.0806551275072
2.1131,2.206896552,0.0758493214997
2.1131,2.344827586,0.0706382641108
2.1131,2.482758621,0.0642118567771
2.1131,2.620689655,0.0571526728789
2.1131,2.75862069,0.0531431635982
2.1131,2.896551724,0.0510739031924
2.1131,3.034482759,0.0498081149632
2.1131,3.172413793,0.0484459317938
2.1131,3.310344828,0.0470334358154
2.1131,3.448275862,0.0454354308082
2.1131,3.586206897,0.0429366838833
2.1131,3.724137931,0.0379815318326
2.1131,3.862068966,0.0278553590654
2.1131,4,0.0468034469956
2.1595,0,0.24828163392
2.1595,0.1379310345,0.231630435665
2.1595,0.275862069,0.216163013192
2.1595,0.4137931034,0.201528508845
2.1595,0.5517241379,0.187201440515
2.1595,0.6896551724,0.174716053435
2.1595,0.8275862069,0.161584367348
2.1595,0.9655172414,0.150115166977
2.1595,1.103448276,0.139336892962
2.1595,1.24137931,0.127448081236
2.1595,1.379310345,0.117325636721
2.1595,1.517241379,0.108208452786
2.1595,1.655172414,0.0997578593755
2.1595,1.793103448,0.0943944015271
2.1595,1.931034483,0.0950538706215
2.1595,2.068965517,0.100005515189
2.1595,2.206896552,0.105330147867
2.1595,2.344827586,0.109075997937
2.1595,2.482758621,0.110709413083
2.1595,2.620689655,0.110043712409
2.1595,2.75862069,0.106891014404
2.1595,2.896551724,0.100726346495
2.1595,3.034482759,0.0904069651509
2.1595,3.172413793,0.079832985691
2.1595,3.310344828,0.065112845573
2.1595,3.448275862,0.0471721389294
2.1595,3.586206897,0.0362882303039
2.1595,3.724137931,0.0400840111658
2.1595,3.862068966,0.0402321451134
2.1595,4,0.0400586349306
