rb_over_a,delta_over_omega,threshold_temperature_over_omega
1.1855,2.896551724,0.183789360485
1.1855,3.034482759,0.181509233628
1.1855,3.172413793,0.177198432189
1.1855,3.310344828,0.171352352421
1.1855,3.448275862,0.164444840801
1.1855,3.586206897,0.154727577412
1.1855,3.724137931,0.14201599183
1.1855,3.862068966,0.130549670082
1.1855,4,0.114832208048
1.2319,0,0.140584425921
1.2319,0.1379310345,0.128587473284
1.2319,0.275862069,0.112575477463
1.2319,0.4137931034,0.0997472078973
1.2319,0.5517241379,0.0858054430918
1.2319,0.6896551724,0.0713999580484
1.2319,0.8275862069,0.0618128669644
1.2319,0.9655172414,0.0569199342309
1.2319,1.103448276,0.0652462367649
1.2319,1.24137931,0.0825788637358
1.2319,1.379310345,0.103233449388
1.2319,1.517241379,0.125841783219
1.2319,1.655172414,0.141951668707
1.2319,1.793103448,0.161930914465
1.2319,1.931034483,0.176860442081
1.2319,2.068965517,0.194794281705
1.2319,2.206896552,0.207834579572
1.2319,2.344827586,0.223197550407
1.2319,2.482758621,0.23532000812
1.2319,2.620689655,0.246768616862
1.2319,2.75862069,0.259064646764
1.2319,2.896551724,0.267406824868
1.2319,3.034482759,0.274675539851
1.2319,3.172413793,0.280987858054
1.2319,3.310344828,0.285880951299
1.2319,3.448275862,0.28889828225
1.2319,3.586206897,0.289717556519
1.2319,3.724137931,0.288243430977
1.2319,3.862068966,0.284637949823
1.2319,4,0.279267135375
1.2783,0,0.139300470682
1.2783,0.1379310345,0.127165320737
1.2783,0.275862069,0.110128397995
1.2783,0.4137931034,0.0974029880866
1.2783,0.5517241379,0.0812932862125
1.2783,0.6896551724,0.067918187554
1.2783,0.8275862069,0.0588579591772
1.2783,0.9655172414,0.058742271719
1.2783,1.103448276,0.0714079389334
1.2783,1.24137931,0.0954328365592
1.2783,1.379310345,0.116119163264
1.2783,1.517241379,0.137419001145
1.2783,1.655172414,0.160161113254
1.2783,1.793103448,0.177089758329
1.2783,1.931034483,0.197270260026
1.2783,2.068965517,0.214007785768
1.2783,2.206896552,0.232331732613
1.2783,2.344827586,0.248396661513
1.2783,2.482758621,0.265573807134
1.2783,2.620689655,0.280540100375
1.2783,2.75862069,0.297040412955
1.2783,2.896551724,0.310567765633
1.2783,3.034482759,0.326142684331
1.2783,3.172413793,0.338390281937
1.2783,3.310344828,0.351108309268
1.2783,3.448275862,0.363753733655
1.2783,3.586206897,0.373532674283
1.2783,3.724137931,0.383200892542
1.2783,3.862068966,0.392396285108
1.2783,4,0.398933785627
1.3247,0,0.138589372044
1.3247,0.1379310345,0.126364579626
1.3247,0.275862069,0.108797744146
1.3247,0.4137931034,0.0961029071261
1.3247,0.5517241379,0.0789906729471
1.3247,0.6896551724,0.0660305258415
1.3247,0.8275862069,0.0557825516212
1.3247,0.9655172414,0.0597233834983
1.3247,1.103448276,0.0751894487588
1.3247,1.24137931,0.0998128917326
1.3247,1.379310345,0.124530186926
1.3247,1.517241379,0.143954927015
1.3247,1.655172414,0.166092245365
1.3247,1.793103448,0.186127481583
1.3247,1.931034483,0.204907893466
1.3247,2.068965517,0.225706103749
1.3247,2.206896552,0.242130232972
1.3247,2.344827586,0.261969553229
1.3247,2.482758621,0.278051556907
1.3247,2.620689655,0.296874906015
1.3247,2.75862069,0.312848769584
1.3247,2.896551724,0.330936224537
1.3247,3.034482759,0.346591233763
1.3247,3.172413793,0.364130911753
1.3247,3.310344828,0.379251756378
1.3247,3.448275862,0.396351580312
1.3247,3.586206897,0.410691705592
1.3247,3.724137931,0.426989167456
1.3247,3.862068966,0.440679175395
1.3247,4,0.455270876927
1.371,0,0.138411554811
1.371,0.1379310345,0.126140173039
1.371,0.275862069,0.108403188364
1.371,0.4137931034,0.0957117961359
1.371,0.5517241379,0.0782765307745
1.371,0.6896551724,0.0653614366166
1.371,0.8275862069,0.0542206684092
1.371,0.9655172414,0.0594987983959
1.371,1.103448276,0.0757489397603
1.371,1.24137931,0.100719128676
1.371,1.379310345,0.126326595986
1.371,1.517241379,0.145755312404
1.371,1.655172414,0.1677519798
1.371,1.793103448,0.189020757776
1.371,1.931034483,0.207329074781
1.371,2.068965517,0.228506469088
1.371,2.206896552,0.245565404696
1.371,2.344827586,0.265246290019
1.371,2.482758621,0.282793533804
1.371,2.620689655,0.301362244359
1.371,2.75862069,0.319249909554
1.371,2.896551724,0.337001060748
1.371,3.034482759,0.355079987133
1.371,3.172413793,0.372219864056
1.371,3.310344828,0.390346090452
1.371,3.448275862,0.407024296749
1.371,3.586206897,0.425056427676
1.371,3.724137931,0.441373203341
1.371,3.862068966,0.459175877334
1.371,4,0.475192024673
1.4174,0,0.13872621631
1.4174,0.1379310345,0.126439558943
1.4174,0.275862069,0.108825660555
1.4174,0.4137931034,0.096116622778
1.4174,0.5517241379,0.0788667995227
1.4174,0.6896551724,0.0657246445462
1.4174,0.8275862069,0.0537971298953
1.4174,0.9655172414,0.0571077992845
1.4174,1.103448276,0.0733062329607
1.4174,1.24137931,0.0987248458599
1.4174,1.379310345,0.123363120962
1.4174,1.517241379,0.143504452952
1.4174,1.655172414,0.166101843215
1.4174,1.793103448,0.186686124423
1.4174,1.931034483,0.205742699516
1.4174,2.068965517,0.227323319252
1.4174,2.206896552,0.244216234679
1.4174,2.344827586,0.264335226712
1.4174,2.482758621,0.281886504939
1.4174,2.620689655,0.300879774488
1.4174,2.75862069,0.31900110123
1.4174,2.896551724,0.337131920752
1.4174,3.034482759,0.355717252025
1.4174,3.172413793,0.373177106342
1.4174,3.310344828,0.392126252052
1.4174,3.448275862,0.409052500885
1.4174,3.586206897,0.42827426523
1.4174,3.724137931,0.44476291949
1.4174,3.862068966,0.463614035397
1.4174,4,0.480297468812
1.4638,0,0.139498295607
1.4638,0.1379310345,0.127208324391
1.4638,0.275862069,0.109993242172
1.4638,0.4137931034,0.0972194259442
1.4638,0.5517241379,0.0806803183915
1.4638,0.6896551724,0.067031545276
1.4638,0.8275862069,0.05490886701
1.4638,0.9655172414,0.0523552055596
1.4638,1.103448276,0.0687820907323
1.4638,1.24137931,0.0944255450921
1.4638,1.379310345,0.116034173482
1.4638,1.517241379,0.138366304143
1.4638,1.655172414,0.161978683112
1.4638,1.793103448,0.180701953424
1.4638,1.931034483,0.201292247577
1.4638,2.068965517,0.221337459297
1.4638,2.206896552,0.23953432825
1.4638,2.344827586,0.260504149159
1.4638,2.482758621,0.277129966196
1.4638,2.620689655,0.297055357194
1.4638,2.75862069,0.314326564287
1.4638,2.896551724,0.333410608044
1.4638,3.034482759,0.351273404492
1.4638,3.172413793,0.36966958064
1.4638,3.310344828,0.388057485342
1.4638,3.448275862,0.405879582985
1.4638,3.586206897,0.424726413808
1.4638,3.724137931,0.442059901238
1.4638,3.862068966,0.461302986451
1.4638,4,0.478213550769
1.5102,0,0.140694546811
1.5102,0.1379310345,0.128389972007
1.5102,0.275862069,0.111865955183
1.5102,0.4137931034,0.0989340080733
1.5102,0.5517241379,0.0837854213321
1.5102,0.6896551724,0.0692420975031
1.5102,0.8275862069,0.0586096175432
1.5102,0.9655172414,0.0487376155237
1.5102,1.103448276,0.063039046159
1.5102,1.24137931,0.0840329891403
1.5102,1.379310345,0.107019896179
1.5102,1.517241379,0.131425238908
1.5102,1.655172414,0.152810375632
1.5102,1.793103448,0.172637401958
1.5102,1.931034483,0.194877293166
1.5102,2.068965517,0.212409868035
1.5102,2.206896552,0.23267241574
1.5102,2.344827586,0.251155474818
1.5102,2.482758621,0.26990564854
1.5102,2.620689655,0.28922646386
1.5102,2.75862069,0.306851593777
1.5102,2.896551724,0.326880512535
1.5102,3.034482759,0.343655210998
1.5102,3.172413793,0.363283190254
1.5102,3.310344828,0.380395012775
1.5102,3.448275862,0.399460284806
1.5102,3.586206897,0.417112404384
1.5102,3.724137931,0.435677452535
1.5102,3.862068966,0.453827329199
1.5102,4,0.47194254154
1.5566,0,0.142284774849
1.5566,0.1379310345,0.129929239788
1.5566,0.275862069,0.114431141544
1.5566,0.4137931034,0.101194095323
1.5566,0.5517241379,0.0884054807714
1.5566,0.6896551724,0.0723828598731
1.5566,0.8275862069,0.0614052423108
1.5566,0.9655172414,0.0479621078883
1.5566,1.103448276,0.0542025817973
1.5566,1.24137931,0.0722745948646
1.5566,1.379310345,0.0974990176192
1.5566,1.517241379,0.120232613394
1.5566,1.655172414,0.140695822501
1.5566,1.793103448,0.163510306842
1.5566,1.931034483,0.182406905556
1.5566,2.068965517,0.202329874894
1.5566,2.206896552,0.222575657924
1.5566,2.344827586,0.240306665055
1.5566,2.482758621,0.261094812538
1.5566,2.620689655,0.277812394419
1.5566,2.75862069,0.297625898085
1.5566,2.896551724,0.315064300419
1.5566,3.034482759,0.33407721521
1.5566,3.172413793,0.352190124067
1.5566,3.310344828,0.370532150725
1.5566,3.448275862,0.389262629258
1.5566,3.586206897,0.407029894269
1.5566,3.724137931,0.426322013395
1.5566,3.862068966,0.443587045673
1.5566,4,0.463038950224
1.6029,0,0.144235688953
1.6029,0.1379310345,0.131768868825
1.6029,0.275862069,0.117688178822
1.6029,0.4137931034,0.103950335133
1.6029,0.5517241379,0.0933888379565
1.6029,0.6896551724,0.0765914483228
1.6029,0.8275862069,0.0650534080202
1.6029,0.9655172414,0.0514190695653
1.6029,1.103448276,0.0457809870877
1.6029,1.24137931,0.0620688092198
1.6029,1.379310345,0.0818513611112
1.6029,1.517241379,0.104750358337
1.6029,1.655172414,0.129061862055
1.6029,1.793103448,0.148423518014
1.6029,1.931034483,0.169085054006
1.6029,2.068965517,0.190392978179
1.6029,2.206896552,0.207900947045
1.6029,2.344827586,0.228884032005
1.6029,2.482758621,0.245983143252
1.6029,2.620689655,0.265706662447
1.6029,2.75862069,0.283637997549
1.6029,2.896551724,0.302369265575
1.6029,3.034482759,0.321063743523
1.6029,3.172413793,0.33899827453
1.6029,3.310344828,0.358379633699
1.6029,3.448275862,0.375656154837
1.6029,3.586206897,0.395406015219
1.6029,3.724137931,0.412371940894
1.6029,3.862068966,0.431641526488
1.6029,4,0.449157173016
1.6493,0,0.146524304148
1.6493,0.1379310345,0.133866829295
1.6493,0.275862069,0.121666354888
1.6493,0.4137931034,0.107192322461
1.6493,0.5517241379,0.0966563459352
1.6493,0.6896551724,0.0822038256477
1.6493,0.8275862069,0.0694570874978
1.6493,0.9655172414,0.0595827674394
1.6493,1.103448276,0.0448898010449
1.6493,1.24137931,0.0469226097702
1.6493,1.379310345,0.066190074662
1.6493,1.517241379,0.0899557062945
1.6493,1.655172414,0.109551453404
1.6493,1.793103448,0.132490884892
1.6493,1.931034483,0.153207837678
1.6493,2.068965517,0.172170555361
1.6493,2.206896552,0.194052489689
1.6493,2.344827586,0.210830358763
1.6493,2.482758621,0.231149439222
1.6493,2.620689655,0.248851524871
1.6493,2.75862069,0.267945703396
1.6493,2.896551724,0.28651094173
1.6493,3.034482759,0.304647164646
1.6493,3.172413793,0.323985245155
1.6493,3.310344828,0.341353450315
1.6493,3.448275862,0.361324529524
1.6493,3.586206897,0.378111903539
1.6493,3.724137931,0.397556958831
1.6493,3.862068966,0.414943588528
1.6493,4,0.433901685302
1.6957,0,0.149110177592
1.6957,0.1379310345,0.136169069788
1.6957,0.275862069,0.126108202214
1.6957,0.4137931034,0.110899962174
1.6957,0.5517241379,0.100146066818
1.6957,0.6896551724,0.0897042068274
1.6957,0.8275862069,0.074791011875
1.6957,0.9655172414,0.0646976064184
1.6957,1.103448276,0.0513246832209
1.6957,1.24137931,0.0415701085012
1.6957,1.379310345,0.0476635869382
1.6957,1.517241379,0.0678189334953
1.6957,1.655172414,0.0926118223494
1.6957,1.793103448,0.110799711122
1.6957,1.931034483,0.133062577772
1.6957,2.068965517,0.153630801171
1.6957,2.206896552,0.172191411669
1.6957,2.344827586,0.193908143567
1.6957,2.482758621,0.210477806348
1.6957,2.620689655,0.230773584777
1.6957,2.75862069,0.248267307709
1.6957,2.896551724,0.267433422287
1.6957,3.034482759,0.285797347696
1.6957,3.172413793,0.304059787937
1.6957,3.310344828,0.323211546211
1.6957,3.448275862,0.340732795505
1.6957,3.586206897,0.360591822199
1.6957,3.724137931,0.377486876729
1.6957,3.862068966,0.397026203346
1.6957,4,0.414334831163
1.7421,0,0.151949276806
1.7421,0.1379310345,0.138623278074
1.7421,0.275862069,0.128575895062
1.7421,0.4137931034,0.115044323373
1.7421,0.5517241379,0.103823790557
1.7421,0.6896551724,0.0950788100623
1.7421,0.8275862069,0.0814816766276
1.7421,0.9655172414,0.0702164600627
1.7421,1.103448276,0.0614626918741
1.7421,1.24137931,0.0462680875989
1.7421,1.379310345,0.0391535081143
1.7421,1.517241379,0.0454475436742
1.7421,1.655172414,0.0663607797651
1.7421,1.793103448,0.0892163227546
1.7421,1.931034483,0.107923740778
1.7421,2.068965517,0.130571409277
1.7421,2.206896552,0.149270521491
1.7421,2.344827586,0.168933577897
1.7421,2.482758621,0.189269307677
1.7421,2.620689655,0.20664175367
1.7421,2.75862069,0.227562419471
1.7421,2.896551724,0.244027925473
1.7421,3.034482759,0.263969560309
1.7421,3.172413793,0.281284501235
1.7421,3.310344828,0.300399982619
1.7421,3.448275862,0.318516527781
1.7421,3.586206897,0.336921218279
1.7421,3.724137931,0.355776192331
1.7421,3.862068966,0.373558672815
1.7421,4,0.393088622708
1.7884,0,0.154978333337
1.7884,0.1379310345,0.14116704094
1.7884,0.275862069,0.131020511675
1.7884,0.4137931034,0.11954454422
1.7884,0.5517241379,0.107632669577
1.7884,0.6896551724,0.0988714772986
1.7884,0.8275862069,0.0899727744008
1.7884,0.9655172414,0.0765038846256
1.7884,1.103448276,0.0673876814285
1.7884,1.24137931,0.0595054669629
1.7884,1.379310345,0.0437487705655
1.7884,1.517241379,0.0370183299441
1.7884,1.655172414,0.0405049406582
1.7884,1.793103448,0.0618357459399
1.7884,1.931034483,0.0799132159342
1.7884,2.068965517,0.101651635477
1.7884,2.206896552,0.124322856605
1.7884,2.344827586,0.141211276233
1.7884,2.482758621,0.162748964167
1.7884,2.620689655,0.179949292825
1.7884,2.75862069,0.199746163691
1.7884,2.896551724,0.218108005848
1.7884,3.034482759,0.236564033552
1.7884,3.172413793,0.255957067782
1.7884,3.310344828,0.27338014273
1.7884,3.448275862,0.293672886031
1.7884,3.586206897,0.310269847568
1.7884,3.724137931,0.330038865997
1.7884,3.862068966,0.347262780393
1.7884,4,0.366444518304
1.8348,0,0.158141910973
1.8348,0.1379310345,0.143748712659
1.8348,0.275862069,0.13339435766
1.8348,0.4137931034,0.124286947306
1.8348,0.5517241379,0.11149550487
1.8348,0.6896551724,0.102465821067
1.8348,0.8275862069,0.0952161729908
1.8348,0.9655172414,0.083952500885
1.8348,1.103448276,0.0734377223741
1.8348,1.24137931,0.0658011287966
1.8348,1.379310345,0.0587722642499
1.8348,1.517241379,0.0431331066146
1.8348,1.655172414,0.0357640021815
1.8348,1.793103448,0.0351085061168
1.8348,1.931034483,0.0478567396482
1.8348,2.068965517,0.0688394020195
1.8348,2.206896552,0.0928333528258
1.8348,2.344827586,0.109210914651
1.8348,2.482758621,0.130939603222
1.8348,2.620689655,0.148988046159
1.8348,2.75862069,0.168315676381
1.8348,2.896551724,0.187854086023
1.8348,3.034482759,0.205425152392
1.8348,3.172413793,0.226175734995
1.8348,3.310344828,0.242490839936
1.8348,3.448275862,0.262656339925
1.8348,3.586206897,0.279617701273
1.8348,3.724137931,0.299041546385
1.8348,3.862068966,0.316846380634
1.8348,4,0.335594183886
1.8812,0,0.160483700331
1.8812,0.1379310345,0.146294876233
1.8812,0.275862069,0.135636024449
1.8812,0.4137931034,0.127339401825
1.8812,0.5517241379,0.115254030632
1.8812,0.6896551724,0.105770585405
1.8812,0.8275862069,0.0985588137224
1.8812,0.9655172414,0.0923015986813
1.8812,1.103448276,0.0798735153996
1.8812,1.24137931,0.0714526484138
1.8812,1.379310345,0.0650336454422
1.8812,1.517241379,0.0589950110551
1.8812,1.655172414,0.0442591301488
1.8812,1.793103448,0.0362238504922
1.8812,1.931034483,0.0319300214605
1.8812,2.068965517,0.0348861256491
1.8812,2.206896552,0.0534042391229
1.8812,2.344827586,0.0717922870784
1.8812,2.482758621,0.0951718352327
1.8812,2.620689655,0.112052743271
1.8812,2.75862069,0.132737277976
1.8812,2.896551724,0.151451899495
1.8812,3.034482759,0.169867246731
1.8812,3.172413793,0.190058915298
1.8812,3.310344828,0.206902909034
1.8812,3.448275862,0.227612986239
1.8812,3.586206897,0.244014138297
1.8812,3.724137931,0.263918908887
1.8812,3.862068966,0.281258939567
1.8812,4,0.300426207301
1.9276,0,0.162121767178
1.9276,0.1379310345,0.148741833057
1.9276,0.275862069,0.137696839878
1.9276,0.4137931034,0.129286467548
1.9276,0.5517241379,0.118719135973
1.9276,0.6896551724,0.108659913895
1.9276,0.8275862069,0.101273029344
1.9276,0.9655172414,0.095231853142
1.9276,1.103448276,0.0862098465645
1.9276,1.24137931,0.0766180131042
1.9276,1.379310345,0.0698732711582
1.9276,1.517241379,0.0645675080863
1.9276,1.655172414,0.0595982842115
1.9276,1.793103448,0.0468196800508
1.9276,1.931034483,0.0382277618269
1.9276,2.068965517,0.0329346842275
1.9276,2.206896552,0.0291166575505
1.9276,2.344827586,0.0327458943901
1.9276,2.482758621,0.0492314406254
1.9276,2.620689655,0.0695341538504
1.9276,2.75862069,0.0931808477993
1.9276,2.896551724,0.108686152064
1.9276,3.034482759,0.130156797235
1.9276,3.172413793,0.147201749459
1.9276,3.310344828,0.166787264289
1.9276,3.448275862,0.185265690226
1.9276,3.586206897,0.203461834667
1.9276,3.724137931,0.223209164389
1.9276,3.862068966,0.240339244164
1.9276,4,0.26086296471
1.974,0,0.163640911986
1.974,0.1379310345,0.151035144344
1.974,0.275862069,0.139539999296
1.974,0.4137931034,0.130923344605
1.974,0.5517241379,0.12171246697
1.974,0.6896551724,0.111009178282
1.974,0.8275862069,0.103312419331
1.974,0.9655172414,0.0972324115103
1.974,1.103448276,0.0913062630611
1.974,1.24137931,0.0806224516041
1.974,1.379310345,0.0733314481091
1.974,1.517241379,0.0679968182185
1.974,1.655172414,0.0636896764063
1.974,1.793103448,0.059703754385
1.974,1.931034483,0.0492976669919
1.974,2.068965517,0.0408827460596
1.974,2.206896552,0.0354776253349
1.974,2.344827586,0.0315109545455
1.974,2.482758621,0.027179530068
1.974,2.620689655,0.0277753897344
1.974,2.75862069,0.0383694139312
1.974,2.896551724,0.0628209681086
1.974,3.034482759,0.0798544144224
1.974,3.172413793,0.100476008868
1.974,3.310344828,0.120322176795
1.974,3.448275862,0.137702559176
1.974,3.586206897,0.159334203985
1.974,3.724137931,0.174829532504
1.974,3.862068966,0.195492806988
1.974,4,0.21208786205
2.0203,0,0.165029107704
2.0203,0.1379310345,0.153133458638
2.0203,0.275862069,0.141146089119
2.0203,0.4137931034,0.132256895634
2.0203,0.5517241379,0.124120477629
2.0203,0.6896551724,0.112749121298
2.0203,0.8275862069,0.104667592358
2.0203,0.9655172414,0.098389916598
2.0203,1.103448276,0.0929751152067
2.0203,1.24137931,0.0826834518698
2.0203,1.379310345,0.0749352352401
2.0203,1.517241379,0.0693811512216
2.0203,1.655172414,0.065088664845
2.0203,1.793103448,0.061470489152
2.0203,1.931034483,0.0568758800429
2.0203,2.068965517,0.0478081058603
2.0203,2.206896552,0.0416690279407
2.0203,2.344827586,0.0372877858503
2.0203,2.482758621,0.033993270423
2.0203,2.620689655,0.0312080498895
2.0203,2.75862069,0.0278323131941
2.0203,2.896551724,
2.0203,3.034482759,0.0280739873415
2.0203,3.172413793,0.0411822961821
2.0203,3.310344828,0.0651664096269
2.0203,3.448275862,0.0843924198085
2.0203,3.586206897,0.10289864129
2.0203,3.724137931,0.124914201236
2.0203,3.862068966,0.140234719473
2.0203,4,0.161458481613
2.0667,0,0.166292251415
2.0667,0.1379310345,0.155031564826
2.0667,0.275862069,0.14252736245
2.0667,0.4137931034,0.133323792835
2.0667,0.5517241379,0.125901457227
2.0667,0.6896551724,0.113915780404
2.0667,0.8275862069,0.105417840367
2.0667,0.9655172414,0.0988513816006
2.0667,1.103448276,0.0931960336533
2.0667,1.24137931,0.0827640408275
2.0667,1.379310345,0.0747185812788
2.0667,1.517241379,0.0689006777611
2.0667,1.655172414,0.0642854097337
2.0667,1.793103448,0.0602502720225
2.0667,1.931034483,0.0525612580881
2.0667,2.068965517,0.0453811077586
2.0667,2.206896552,0.0408286793075
2.0667,2.344827586,0.037806173256
2.0667,2.482758621,0.035640058259
2.0667,2.620689655,0.0338921995553
2.0667,2.75862069,0.0323303634743
2.0667,2.896551724,0.0308280856679
2.0667,3.034482759,0.0290407820877
2.0667,3.172413793,0.0257826133441
2.0667,3.310344828,
2.0667,3.448275862,
2.0667,3.586206897,0.0365697525127
2.0667,3.724137931,0.0621981939335
2.0667,3.862068966,0.0783107482205
2.0667,4,0.0994455850295
2.1131,0,0.167436747905
2.1131,0.1379310345,0.156733885028
2.1131,0.275862069,0.143706150226
2.1131,0.4137931034,0.134168866361
2.1131,0.5517241379,0.126520221307
2.1131,0.6896551724,0.114616058768
2.1131,0.8275862069,0.105706628534
2.1131,0.9655172414,0.0988129910469
2.1131,1.103448276,0.0928145116868
2.1131,1.24137931,0.0815277297168
2.1131,1.379310345,0.0733549694445
2.1131,1.517241379,0.0673366693655
2.1131,1.655172414,0.0624058123478
2.1131,1.793103448,0.0571714488573
2.1131,1.931034483,0.0493067699284
2.1131,2.068965517,0.0447645222788
2.1131,2.206896552,0.0415020184128
2.1131,2.344827586,0.038455106553
2.1131,2.482758621,0.0352534120986
2.1131,2.620689655,0.0319659856218
2.1131,2.75862069,0.0290766534461
2.1131,2.896551724,0.0279255236838
2.1131,3.034482759,0.0284076084986
2.1131,3.172413793,0.0286019967331
2.1131,3.310344828,0.0281402170859
2.1131,3.448275862,0.027199405386
2.1131,3.586206897,0.0251818809399
2.1131,3.724137931,
2.1131,3.862068966,
2.1131,4,0.0282911078724
2.1595,0,0.168479025128
2.1595,0.1379310345,0.158269132131
2.1595,0.275862069,0.144723894469
2.1595,0.4137931034,0.134851229062
2.1595,0.5517241379,0.12696284516
2.1595,0.6896551724,0.115007162869
2.1595,0.8275862069,0.105713920177
2.1595,0.9655172414,0.0984931765286
2.1595,1.103448276,0.0919285761931
2.1595,1.24137931,0.0797675445901
2.1595,1.379310345,0.0716055595402
2.1595,1.517241379,0.0656544185763
2.1595,1.655172414,0.0615140703478
2.1595,1.793103448,0.0601644449543
2.1595,1.931034483,0.0619835888487
2.1595,2.068965517,0.0655150462284
2.1595,2.206896552,0.0692692025448
2.1595,2.344827586,0.0723588232601
2.1595,2.482758621,0.0741030827922
2.1595,2.620689655,0.0739986407296
2.1595,2.75862069,0.0719392880143
2.1595,2.896551724,0.0682665278938
2.1595,3.034482759,0.0634188031591
