rb_over_a,temperature_over_omega,purity
1.3247,0.4620689655,0.485863968361
1.3247,0.4284482759,0.602725328256
1.3247,0.3948275862,0.72019572518
1.3247,0.3612068966,0.824611944945
1.3247,0.3275862069,0.904696046326
1.3247,0.2939655172,0.956571587555
1.3247,0.2603448276,0.984182088739
1.3247,0.2267241379,0.995742491039
1.3247,0.1931034483,0.999261969407
1.3247,0.1594827586,0.999936295322
1.3247,0.125862069,0.99999839152
1.3247,0.09224137931,0.999999996802
1.3247,0.05862068966,1
1.3247,0.025,1
1.371,1,0.0223425726409
1.371,0.9663793103,0.024582169
1.371,0.9327586207,0.0273830195274
1.371,0.899137931,0.0309167903503
1.371,0.8655172414,0.0354291166023
1.371,0.8318965517,0.0412473788821
1.371,0.7982758621,0.0488287039634
1.371,0.7646551724,0.0588088140406
1.371,0.7310344828,0.0720651580701
1.371,0.6974137931,0.0898276952399
1.371,0.6637931034,0.113746142891
1.371,0.6301724138,0.146016027484
1.371,0.5965517241,0.189355051062
1.371,0.5629310345,0.246824101968
1.371,0.5293103448,0.32117097151
1.371,0.4956896552,0.413564312289
1.371,0.4620689655,0.521648660211
1.371,0.4284482759,0.638441077821
1.371,0.3948275862,0.751946662165
1.371,0.3612068966,0.849014410369
1.371,0.3275862069,0.920619333905
1.371,0.2939655172,0.965167475773
1.371,0.2603448276,0.987879037392
1.371,0.2267241379,0.996925162055
1.371,0.1931034483,0.999509228774
1.371,0.1594827586,0.999962538462
1.371,0.125862069,0.999999222357
1.371,0.09224137931,0.999999998924
1.371,0.05862068966,1
1.371,0.025,1
1.4174,1,0.0222760819585
1.4174,0.9663793103,0.024517250699
1.4174,0.9327586207,0.0273217438149
1.4174,0.899137931,0.0308661679917
1.4174,0.8655172414,0.0353920125957
1.4174,0.8318965517,0.0412319770558
1.4174,0.7982758621,0.0488472098795
1.4174,0.7646551724,0.0588754231329
1.4174,0.7310344828,0.0722154012075
1.4174,0.6974137931,0.0900926812397
1.4174,0.6637931034,0.114186965296
1.4174,0.6301724138,0.146707914825
1.4174,0.5965517241,0.190403673436
1.4174,0.5629310345,0.248348375188
1.4174,0.5293103448,0.323285012966
1.4174,0.4956896552,0.416327867948
1.4174,0.4620689655,0.525100591387
1.4174,0.4284482759,0.642137098755
1.4174,0.3948275862,0.755507026253
1.4174,0.3612068966,0.852017091994
1.4174,0.3275862069,0.922736681761
1.4174,0.2939655172,0.966401212228
1.4174,0.2603448276,0.988450380608
1.4174,0.2267241379,0.99712083274
1.4174,0.1931034483,0.999552398956
1.4174,0.1594827586,0.999967237559
1.4174,0.125862069,0.999999366438
1.4174,0.09224137931,0.999999999235
1.4174,0.05862068966,1
1.4174,0.025,1
1.4638,1,0.0215496893236
1.4638,0.9663793103,0.0236462492314
1.4638,0.9327586207,0.0262742208481
1.4638,0.899137931,0.0295935459935
1.4638,0.8655172414,0.0338311545317
1.4638,0.8318965517,0.0392997422739
1.4638,0.7982758621,0.0464334508022
1.4638,0.7646551724,0.0558363203332
1.4638,0.7310344828,0.0683570716504
1.4638,0.6974137931,0.0851748049693
1.4638,0.6637931034,0.107903251094
1.4638,0.6301724138,0.138703957543
1.4638,0.5965517241,0.180313854812
1.4638,0.5629310345,0.235890085544
1.4638,0.5293103448,0.308435407101
1.4638,0.4956896552,0.399551319329
1.4638,0.4620689655,0.507534814108
1.4638,0.4284482759,0.625565455078
1.4638,0.3948275862,0.741672483836
1.4638,0.3612068966,0.842112803794
1.4638,0.3275862069,0.916802364118
1.4638,0.2939655172,0.96349952785
1.4638,0.2603448276,0.987345575488
1.4638,0.2267241379,0.996817975161
1.4638,0.1931034483,0.999500766749
1.4638,0.1594827586,0.999963100569
1.4638,0.125862069,0.999999279134
1.4638,0.09224137931,0.999999999116
1.4638,0.05862068966,1
1.4638,0.025,1
1.5102,1,0.0203883421288
1.5102,0.9663793103,0.0222561084387
1.5102,0.9327586207,0.0245896146668
1.5102,0.899137931,0.0275348867981
1.5102,0.8655172414,0.0312921482856
1.5102,0.8318965517,0.0361341334634
1.5102,0.7982758621,0.0424555445851
1.5102,0.7646551724,0.0507934232264
1.5102,0.7310344828,0.0619116888396
1.5102,0.6974137931,0.0768813559618
1.5102,0.6637931034,0.0971982740931
1.5102,0.6301724138,0.12490060812
1.5102,0.5965517241,0.16265745241
1.5102,0.5629310345,0.213703310608
1.5102,0.5293103448,0.281414065528
1.5102,0.4956896552,0.368224985325
1.5102,0.4620689655,0.47372722196
1.5102,0.4284482759,0.592460824517
1.5102,0.3948275862,0.713059868872
1.5102,0.3612068966,0.820800510544
1.5102,0.3275862069,0.903479076083
1.5102,0.2939655172,0.956698988565
1.5102,0.2603448276,0.984624859294
1.5102,0.2267241379,0.99602569867
1.5102,0.1931034483,0.999354517529
1.5102,0.1594827586,0.999950007704
1.5102,0.125862069,0.999998954072
1.5102,0.09224137931,0.999999998542
1.5102,0.05862068966,1
1.5102,0.025,1
1.5566,1,0.0189770111371
1.5566,0.9663793103,0.0205608217034
1.5566,0.9327586207,0.0225356112953
1.5566,0.899137931,0.0250232657441
1.5566,0.8655172414,0.0281914056464
1.5566,0.8318965517,0.0322725048303
1.5566,0.7982758621,0.0375920374681
1.5566,0.7646551724,0.0446064677615
1.5566,0.7310344828,0.0539732022798
1.5566,0.6974137931,0.0666179409808
1.5566,0.6637931034,0.0838565780957
1.5566,0.6301724138,0.107527719859
1.5566,0.5965517241,0.140136118741
1.5566,0.5629310345,0.184894870435
1.5566,0.5293103448,0.245509636251
1.5566,0.4956896552,0.32537022527
1.5566,0.4620689655,0.425817374744
1.5566,0.4284482759,0.543602020108
1.5566,0.3948275862,0.668894490872
1.5566,0.3612068966,0.786412395511
1.5566,0.3275862069,0.881010464201
1.5566,0.2939655172,0.944731454718
1.5566,0.2603448276,0.979626807186
1.5566,0.2267241379,0.994499084811
1.5566,0.1931034483,0.9990555443
1.5566,0.1594827586,0.999921009375
1.5566,0.125862069,0.999998144463
1.5566,0.09224137931,0.999999996811
1.5566,0.05862068966,1
1.5566,0.025,1
1.6029,1,0.0174599206768
1.6029,0.9663793103,0.0187415693848
1.6029,0.9327586207,0.020334327262
1.6029,0.899137931,0.0223344000998
1.6029,0.8655172414,0.0248747305624
1.6029,0.8318965517,0.0281392434896
1.6029,0.7982758621,0.0323865374701
1.6029,0.7646551724,0.0379832805179
1.6029,0.7310344828,0.0454543088185
1.6029,0.6974137931,0.0555570902171
1.6029,0.6637931034,0.069384799951
1.6029,0.6301724138,0.0885050393398
1.6029,0.5965517241,0.115131567139
1.6029,0.5629310345,0.152279420901
1.6029,0.5293103448,0.203770619123
1.6029,0.4956896552,0.273797169647
1.6029,0.4620689655,0.365600916761
1.6029,0.4284482759,0.478932608257
1.6029,0.3948275862,0.606956492261
1.6029,0.3612068966,0.735170934732
1.6029,0.3275862069,0.845490589753
1.6029,0.2939655172,0.924709456708
1.6029,0.2603448276,0.970790341912
1.6029,0.2267241379,0.991634737
1.6029,0.1931034483,0.998452425946
1.6029,0.1594827586,0.999856425514
1.6029,0.125862069,0.99999605166
1.6029,0.09224137931,0.999999991054
1.6029,0.05862068966,1
1.6029,0.025,1
1.6493,1,0.0159495734516
1.6493,0.9663793103,0.0169349583917
1.6493,0.9327586207,0.0181540208353
1.6493,0.899137931,0.0196782740935
1.6493,0.8655172414,0.0216058868562
1.6493,0.8318965517,0.0240730800356
1.6493,0.7982758621,0.0272721737043
1.6493,0.7646551724,0.0314765270657
1.6493,0.7310344828,0.0370803279244
1.6493,0.6974137931,0.0446574889952
1.6493,0.6637931034,0.0550483692196
1.6493,0.6301724138,0.0694937357681
1.6493,0.5965517241,0.089804310648
1.6493,0.5629310345,0.118582173521
1.6493,0.5293103448,0.159413051873
1.6493,0.4956896552,0.21683660118
1.6493,0.4620689655,0.295658053999
1.6493,0.4284482759,0.398964183977
1.6493,0.3948275862,0.52455966129
1.6493,0.3612068966,0.661374465515
1.6493,0.3275862069,0.790067884741
1.6493,0.2939655172,0.890971285541
1.6493,0.2603448276,0.95476043218
1.6493,0.2267241379,0.986025829835
1.6493,0.1931034483,0.997159280709
1.6493,0.1594827586,0.999699826017
1.6493,0.125862069,0.999989936072
1.6493,0.09224137931,0.999999967881
1.6493,0.05862068966,1
1.6493,0.025,1
1.6957,1,0.0145480758851
1.6957,0.9663793103,0.0152650847303
1.6957,0.9327586207,0.0161466499846
1.6957,0.899137931,0.0172420881203
1.6957,0.8655172414,0.0186189166566
1.6957,0.8318965517,0.0203708052388
1.6957,0.7982758621,0.0226293923224
1.6957,0.7646551724,0.0255827696211
1.6957,0.7310344828,0.0295028680891
1.6957,0.6974137931,0.0347884956547
1.6957,0.6637931034,0.0420319282126
1.6957,0.6301724138,0.0521203524832
1.6957,0.5965517241,0.0663953032006
1.6957,0.5629310345,0.0868684333275
1.6957,0.5293103448,0.11651361408
1.6957,0.4956896552,0.159539921233
1.6957,0.4620689655,0.221387133632
1.6957,0.4284482759,0.307797851227
1.6957,0.3948275862,0.422015044378
1.6957,0.3612068966,0.559806197661
1.6957,0.3275862069,0.705203921203
1.6957,0.2939655172,0.833598215615
1.6957,0.2603448276,0.924637436166
1.6957,0.2267241379,0.974383052776
1.6957,0.1931034483,0.994154581704
1.6957,0.1594827586,0.999277315478
1.6957,0.125862069,0.999969250043
1.6957,0.09224137931,0.999999851922
1.6957,0.05862068966,1
1.6957,0.025,1
1.7421,1,0.0133337939952
1.7421,0.9663793103,0.0138256159644
1.7421,0.9327586207,0.014425279755
1.7421,0.899137931,0.0151640983897
1.7421,0.8655172414,0.0160847148183
1.7421,0.8318965517,0.0172460060546
1.7421,0.7982758621,0.0187302238105
1.7421,0.7646551724,0.0206553719701
1.7421,0.7310344828,0.0231909886385
1.7421,0.6974137931,0.0265869910235
1.7421,0.6637931034,0.031216762752
1.7421,0.6301724138,0.0376474165639
1.7421,0.5965517241,0.0467521523198
1.7421,0.5629310345,0.0598879543798
1.7421,0.5293103448,0.0791710405278
1.7421,0.4956896552,0.107857077271
1.7421,0.4620689655,0.150774698711
1.7421,0.4284482759,0.21448332237
1.7421,0.3948275862,0.30627119877
1.7421,0.3612068966,0.43043618783
1.7421,0.3275862069,0.581191047385
1.7421,0.2939655172,0.736884797398
1.7421,0.2603448276,0.866325653885
1.7421,0.2267241379,0.948629435721
1.7421,0.1931034483,0.986494960544
1.7421,0.1594827586,0.997988517608
1.7421,0.125862069,0.99988679498
1.7421,0.09224137931,0.999999116954
1.7421,0.05862068966,0.999999999985
1.7421,0.025,1
1.7884,1,0.0123542150266
1.7884,0.9663793103,0.0126716223311
1.7884,0.9327586207,0.0130545283509
1.7884,0.899137931,0.0135208877296
1.7884,0.8655172414,0.0140951504259
1.7884,0.8318965517,0.0148107971448
1.7884,0.7982758621,0.0157143802367
1.7884,0.7646551724,0.0168716933523
1.7884,0.7310344828,0.0183773587596
1.7884,0.6974137931,0.0203699711844
1.7884,0.6637931034,0.0230566152019
1.7884,0.6301724138,0.0267528049329
1.7884,0.5965517241,0.0319491500866
1.7884,0.5629310345,0.0394232906596
1.7884,0.5293103448,0.0504279673658
1.7884,0.4956896552,0.0670041038246
1.7884,0.4620689655,0.0924688142534
1.7884,0.4284482759,0.13208510352
1.7884,0.3948275862,0.193632329511
1.7884,0.3612068966,0.28678035696
1.7884,0.3275862069,0.418736203397
1.7884,0.2939655172,0.583971644412
1.7884,0.2603448276,0.754409424952
1.7884,0.2267241379,0.889045282201
1.7884,0.1931034483,0.965150265797
1.7884,0.1594827586,0.993526060724
1.7884,0.125862069,0.999496872932
1.7884,0.09224137931,0.999993170891
1.7884,0.05862068966,0.999999999101
1.7884,0.025,1
1.8348,1,0.0116211933076
1.8348,0.9663793103,0.0118150639983
1.8348,0.9327586207,0.0120453830361
1.8348,0.899137931,0.0123214087945
1.8348,0.8655172414,0.0126560032358
1.8348,0.8318965517,0.0130660234234
1.8348,0.7982758621,0.0135747598734
1.8348,0.7646551724,0.0142144487543
1.8348,0.7310344828,0.0150317340774
1.8348,0.6974137931,0.0160931965179
1.8348,0.6637931034,0.0174976476432
1.8348,0.6301724138,0.0193973090943
1.8348,0.5965517241,0.0220173699152
1.8348,0.5629310345,0.0257289933984
1.8348,0.5293103448,0.0311323522258
1.8348,0.4956896552,0.0392311469331
1.8348,0.4620689655,0.0517418791028
1.8348,0.4284482759,0.0716414092562
1.8348,0.3948275862,0.104074049028
1.8348,0.3612068966,0.157584587367
1.8348,0.3275862069,0.24473913268
1.8348,0.2939655172,0.378612833415
1.8348,0.2603448276,0.558973031218
1.8348,0.2267241379,0.752434313144
1.8348,0.1931034483,0.901368986635
1.8348,0.1594827586,0.975917657215
1.8348,0.125862069,0.997278826232
1.8348,0.09224137931,0.999930635784
1.8348,0.05862068966,0.999999963888
1.8348,0.025,1
1.8812,1,0.0111360284298
1.8812,0.9663793103,0.0112513329573
1.8812,0.9327586207,0.0113857249482
1.8812,0.899137931,0.0115441655206
1.8812,0.8655172414,0.0117314037345
1.8812,0.8318965517,0.0119556871662
1.8812,0.7982758621,0.0122273505663
1.8812,0.7646551724,0.012560502726
1.8812,0.7310344828,0.0129750130531
1.8812,0.6974137931,0.0134976861543
1.8812,0.6637931034,0.0141697993598
1.8812,0.6301724138,0.0150505430173
1.8812,0.5965517241,0.0162304368367
1.8812,0.5629310345,0.017850978332
1.8812,0.5293103448,0.0201402569646
1.8812,0.4956896552,0.023477495052
1.8812,0.4620689655,0.0285199415268
1.8812,0.4284482759,0.0364388844911
1.8812,0.3948275862,0.049402343088
1.8812,0.3612068966,0.0715203948825
1.8812,0.3275862069,0.110595585418
1.8812,0.2939655172,0.180684817932
1.8812,0.2603448276,0.302690566033
1.8812,0.2267241379,0.491713869663
1.8812,0.1931034483,0.719403330044
1.8812,0.1594827586,0.900832088844
1.8812,0.125862069,0.98237646772
1.8812,0.09224137931,0.99908448804
1.8812,0.05862068966,0.999997837987
1.8812,0.025,1
1.9276,1,0.0108061646785
1.9276,0.9663793103,0.0108756678072
1.9276,0.9327586207,0.0109533323882
1.9276,0.899137931,0.0110445070674
1.9276,0.8655172414,0.011150009325
1.9276,0.8318965517,0.0112730996469
1.9276,0.7982758621,0.0114178463697
1.9276,0.7646551724,0.0115899003452
1.9276,0.7310344828,0.0117967103339
1.9276,0.6974137931,0.0120484557905
1.9276,0.6637931034,0.012359327355
1.9276,0.6301724138,0.0127494237981
1.9276,0.5965517241,0.0132484821086
1.9276,0.5629310345,0.0139008465291
1.9276,0.5293103448,0.0147751061556
1.9276,0.4956896552,0.0159821455891
1.9276,0.4620689655,0.0177062574062
1.9276,0.4284482759,0.0202694701085
1.9276,0.3948275862,0.0242603772025
1.9276,0.3612068966,0.0308229492274
1.9276,0.3275862069,0.0422867784673
1.9276,0.2939655172,0.0636459282953
1.9276,0.2603448276,0.105922963242
1.9276,0.2267241379,0.192343964541
1.9276,0.1931034483,0.360546297117
1.9276,0.1594827586,0.623132184473
1.9276,0.125862069,0.874705732887
1.9276,0.09224137931,0.984878436217
1.9276,0.05862068966,0.999811340959
1.9276,0.025,0.999999999948
1.974,1,0.0104881470856
1.974,0.9663793103,0.0105268006854
1.974,0.9327586207,0.0105703009989
1.974,0.899137931,0.0106195299633
1.974,0.8655172414,0.0106754338283
1.974,0.8318965517,0.0107392561984
1.974,0.7982758621,0.0108130881966
1.974,0.7646551724,0.010898790324
1.974,0.7310344828,0.0109991342289
1.974,0.6974137931,0.0111176871963
1.974,0.6637931034,0.0112591899988
1.974,0.6301724138,0.0114279300107
1.974,0.5965517241,0.0116372466284
1.974,0.5629310345,0.0118973818431
1.974,0.5293103448,0.0122264240401
1.974,0.4956896552,0.0126513864536
1.974,0.4620689655,0.0132139573721
1.974,0.4284482759,0.0139811221571
1.974,0.3948275862,0.0150654404724
1.974,0.3612068966,0.0166677302633
1.974,0.3275862069,0.0191737387794
1.974,0.2939655172,0.0233727397377
1.974,0.2603448276,0.0310449590468
1.974,0.2267241379,0.0466106059156
1.974,0.1931034483,0.0822335300925
1.974,0.1594827586,0.172225467921
1.974,0.125862069,0.393291110801
1.974,0.09224137931,0.758278775305
1.974,0.05862068966,0.979199170683
1.974,0.025,0.999995569953
2.0203,1,0.010226414762
2.0203,0.9663793103,0.0102431556668
2.0203,0.9327586207,0.0102619978597
2.0203,0.899137931,0.0102831839292
2.0203,0.8655172414,0.0103065750445
2.0203,0.8318965517,0.0103297576234
2.0203,0.7982758621,0.0103605861692
2.0203,0.7646551724,0.010396014287
2.0203,0.7310344828,0.01043699219
2.0203,0.6974137931,0.0104846606308
2.0203,0.6637931034,0.0105406868789
2.0203,0.6301724138,0.0106070333122
2.0203,0.5965517241,0.0106863175245
2.0203,0.5629310345,0.010782271355
2.0203,0.5293103448,0.0108988555083
2.0203,0.4956896552,0.0110460256545
2.0203,0.4620689655,0.011233773692
2.0203,0.4284482759,0.0114767852547
2.0203,0.3948275862,0.0117983471287
2.0203,0.3612068966,0.0122368001628
2.0203,0.3275862069,0.0128578215447
2.0203,0.2939655172,0.0137737050469
2.0203,0.2603448276,0.0151995428647
2.0203,0.2267241379,0.017580125081
2.0203,0.1931034483,0.0219364133694
2.0203,0.1594827586,0.030948588148
2.0203,0.125862069,0.0529242063715
2.0203,0.09224137931,0.117682183657
2.0203,0.05862068966,0.333645149969
2.0203,0.025,0.872194139436
2.0667,1,0.0101310049248
2.0667,0.9663793103,0.0101406751374
2.0667,0.9327586207,0.0101514008558
2.0667,0.899137931,0.0101627709299
2.0667,0.8655172414,0.0101763214845
2.0667,0.8318965517,0.0101905786452
2.0667,0.7982758621,0.0102051296868
2.0667,0.7646551724,0.0102249129873
2.0667,0.7310344828,0.0102477366695
2.0667,0.6974137931,0.010274249813
2.0667,0.6637931034,0.0103052919045
2.0667,0.6301724138,0.0103419566276
2.0667,0.5965517241,0.0103856890617
2.0667,0.5629310345,0.0104383375729
2.0667,0.5293103448,0.0105025341362
2.0667,0.4956896552,0.0105773840852
2.0667,0.4620689655,0.0106766087577
2.0667,0.4284482759,0.0108046488586
2.0667,0.3948275862,0.010973190432
2.0667,0.3612068966,0.0112010393875
2.0667,0.3275862069,0.0115200075219
2.0667,0.2939655172,0.0119866875724
2.0667,0.2603448276,0.0127078824234
2.0667,0.2267241379,0.0139051807512
2.0667,0.1931034483,0.0161164705925
2.0667,0.1594827586,0.0207895116362
2.0667,0.125862069,0.0331558918108
2.0667,0.09224137931,0.0787689994583
2.0667,0.05862068966,0.317179122545
2.0667,0.025,0.955997421205
2.1131,1,0.0101805311945
2.1131,0.9663793103,0.0101939118257
2.1131,0.9327586207,0.0102088547596
2.1131,0.899137931,0.0102256069919
2.1131,0.8655172414,0.0102444257465
2.1131,0.8318965517,0.0102634279795
2.1131,0.7982758621,0.0102875003356
2.1131,0.7646551724,0.0103149839913
2.1131,0.7310344828,0.0103409693641
2.1131,0.6974137931,0.0103761672967
2.1131,0.6637931034,0.0104177253153
2.1131,0.6301724138,0.0104680043556
2.1131,0.5965517241,0.0105279515992
2.1131,0.5629310345,0.0106001776961
2.1131,0.5293103448,0.0106882514378
2.1131,0.4956896552,0.0107971705201
2.1131,0.4620689655,0.01093425886
2.1131,0.4284482759,0.0111106730115
2.1131,0.3948275862,0.0113444789666
2.1131,0.3612068966,0.0116626973581
2.1131,0.3275862069,0.012110966549
2.1131,0.2939655172,0.01277102895
2.1131,0.2603448276,0.0138013845375
